country,type,date_start,date_end,policy_id,entry_type,correct_type,update_type,update_level,date_announced,init_country_level,type_sub_cat
Japan,Health Testing,2020-05-04,2020-05-14,7263899,new_entry,original,,,2020-05-04,National,
Japan,Health Testing,2020-05-10,2020-05-24,8918340,new_entry,original,,,2020-05-08,National,Mobile Health Testing Stations (excluding drive-ins)
Japan,Health Testing,2020-05-14,2020-05-21,7770844,new_entry,original,,,2020-05-14,National,
Japan,Health Testing,2020-05-15,2020-05-31,221452,update,original,Change of Policy,Strengthening,2020-05-14,National,
Japan,Health Testing,2020-05-21,2020-05-25,7932413,new_entry,original,,,2020-05-21,National,
Japan,Health Testing,2020-05-21,2020-05-25,4791876,new_entry,original,,,2020-05-21,National,
Japan,Health Testing,2020-05-21,2020-05-25,5348836,new_entry,original,,,2020-05-21,National,
Japan,Health Testing,2020-05-21,2020-05-25,1216057,new_entry,original,,,2020-05-21,National,
Japan,Health Testing,2020-05-21,2020-05-25,2522015,new_entry,original,,,2020-05-21,National,
Japan,Health Testing,2020-07-15,2020-08-31,9385664,new_entry,original,,,2020-07-15,Provincial,
Japan,Health Testing,2020-10-06,2020-10-20,8348493,new_entry,original,,,2020-10-06,National,Other Health Testing
Japan,Health Testing,2020-11-21,2021-04-15,172092,new_entry,original,,,2020-11-21,National,Other Health Testing
Japan,Health Testing,2020-11-27,2020-12-31,8286982,new_entry,original,,,2020-11-27,National,Other Health Testing
Japan,Health Testing,2021-01-07,2021-01-10,6631270,new_entry,original,,,2021-01-07,National,Mobile Health Testing Stations (excluding drive-ins)
Japan,Health Testing,2021-03-08,2021-03-21,9006221,new_entry,original,,,2021-03-04,Provincial,Fixed Health Testing stations (excluding drive-ins)
Japan,Hygiene,2020-02-25,2020-03-28,7970218,new_entry,original,,,2020-02-25,National,Other Areas Hygiene Measures Applied
Japan,Hygiene,2020-02-25,2020-03-28,4377286,new_entry,original,,,2020-02-25,National,Hygiene measures for public areas
Japan,Hygiene,2020-02-25,2020-03-28,1230508,new_entry,original,,,2020-02-25,National,Other Areas Hygiene Measures Applied
Japan,Hygiene,2020-02-25,2020-03-28,8599115,new_entry,original,,,2020-02-25,National,Other Areas Hygiene Measures Applied
Japan,Hygiene,2020-03-28,2020-04-16,4803362,new_entry,original,,,2020-03-28,National,
Japan,Hygiene,2020-04-07,2020-04-16,3390310,new_entry,original,,,2020-04-07,National,Other Areas Hygiene Measures Applied
Japan,Hygiene,2020-04-07,2020-04-16,4325487,new_entry,original,,,2020-04-07,National,Hygiene measures for commercial areas
Japan,Hygiene,2020-04-07,2020-04-16,2133727,new_entry,original,,,2020-04-07,National,Hygiene measures for public areas
Japan,Hygiene,2020-05-21,2020-05-25,8608734,new_entry,original,,,2020-05-21,National,Other Areas Hygiene Measures Applied
Japan,Hygiene,2020-07-23,2020-07-26,8454896,new_entry,original,,,2020-07-22,National,
Japan,Hygiene,2020-08-13,2020-08-29,9958139,new_entry,original,,,2020-08-13,Provincial,Hygiene measures for public areas
Japan,Hygiene,2020-08-13,2020-08-29,8301044,new_entry,original,,,2020-08-13,Provincial,Hygiene measures for public areas
Japan,Hygiene,2021-01-14,2021-02-07,7053375,new_entry,original,,,2021-01-13,Provincial,Other Areas Hygiene Measures Applied
Japan,Hygiene,2021-02-08,2021-03-07,7053375,update,original,Change of Policy,Strengthening,2021-02-02,Provincial,Other Areas Hygiene Measures Applied
Japan,Hygiene,2021-02-22,2021-02-28,7053375,update,original,Change of Policy,Relaxing,2021-02-22,Provincial,Other Areas Hygiene Measures Applied
Japan,Internal Border Restrictions,2020-04-06,2020-04-30,8718700,new_entry,original,,,2020-04-06,Municipal,
Japan,Internal Border Restrictions,2020-04-07,2020-05-06,6086874,new_entry,original,,,2020-04-07,Provincial,
Japan,Internal Border Restrictions,2020-04-07,2020-04-16,5293377,new_entry,original,,,2020-04-07,National,
Japan,Internal Border Restrictions,2020-04-07,2020-04-16,7429952,new_entry,original,,,2020-04-07,National,
Japan,Internal Border Restrictions,2020-04-07,2020-05-06,4446828,update,original,Change of Policy,Strengthening,2020-04-07,Provincial,
Japan,Internal Border Restrictions,2020-04-08,2020-04-30,4069160,new_entry,original,,,2020-04-07,Municipal,
Japan,Internal Border Restrictions,2020-04-08,2020-05-06,6904075,update,original,,Strengthening,2020-04-08,Provincial,
Japan,Internal Border Restrictions,2020-04-08,2020-05-31,4069160,update,original,Change of Policy,Strengthening,2020-04-28,Municipal,
Japan,Internal Border Restrictions,2020-04-11,2020-05-06,8729320,new_entry,original,,,2020-04-11,Provincial,
Japan,Internal Border Restrictions,2020-04-16,2020-05-06,8974589,new_entry,original,,,2020-04-13,Provincial,
Japan,Internal Border Restrictions,2020-04-16,2020-05-06,6904075,update,original,,Strengthening,2020-04-16,Provincial,
Japan,Internal Border Restrictions,2020-04-17,2020-05-06,7514371,new_entry,original,,,2020-04-17,Municipal,
Japan,Internal Border Restrictions,2020-04-17,2020-05-06,3666781,new_entry,original,,,2020-04-17,Provincial,
Japan,Internal Border Restrictions,2020-04-17,2020-05-06,3569451,update,original,,Strengthening,2020-04-17,Provincial,
Japan,Internal Border Restrictions,2020-04-17,2020-05-06,4446828,update,original,Change of Policy,Strengthening,2020-04-17,Provincial,
Japan,Internal Border Restrictions,2020-04-17,2020-05-06,5209839,update,original,Change of Policy,Strengthening,2020-04-17,Provincial,
Japan,Internal Border Restrictions,2020-04-18,2020-05-10,8729320,update,original,,Strengthening,2020-04-11,Provincial,
Japan,Internal Border Restrictions,2020-05-02,2020-05-06,1813119,new_entry,original,,,2020-04-24,Provincial,
Japan,Internal Border Restrictions,2020-05-04,2020-05-14,9774880,new_entry,original,,,2020-05-04,National,
Japan,Internal Border Restrictions,2020-05-04,2020-05-14,9774880,update,original,Change of Policy,Strengthening,2020-05-04,National,
Japan,Internal Border Restrictions,2020-05-06,2020-05-31,8974589,update,original,Change of Policy,Strengthening,2020-05-04,Provincial,
Japan,Internal Border Restrictions,2020-05-14,2020-05-31,3442932,new_entry,original,,,2020-05-27,Municipal,
Japan,Internal Border Restrictions,2020-05-14,2020-05-21,4334643,new_entry,original,,,2020-05-14,National,
Japan,Internal Border Restrictions,2020-05-14,2020-05-25,5770702,update,original,End of Policy,,2020-05-14,National,
Japan,Internal Border Restrictions,2020-05-14,2020-05-25,5770702,update,original,End of Policy,,2020-05-14,National,
Japan,Internal Border Restrictions,2020-05-21,2020-05-25,8360456,new_entry,original,,,2020-05-21,National,
Japan,Internal Border Restrictions,2020-05-21,2020-05-25,3907208,new_entry,original,,,2020-05-21,National,
Japan,Internal Border Restrictions,2020-05-27,2020-05-31,9593255,new_entry,original,,,2020-05-27,Provincial,
Japan,Internal Border Restrictions,2020-06-01,2020-06-18,6383935,new_entry,original,,,2020-05-29,Municipal,
Japan,Internal Border Restrictions,2020-06-01,2020-06-18,1674054,new_entry,original,,,2020-05-27,Provincial,
Japan,Internal Border Restrictions,2020-06-01,2020-06-18,6371207,new_entry,original,,,2020-05-25,National,
Japan,Internal Border Restrictions,2020-06-01,2020-06-18,8360456,update,original,Change of Policy,Strengthening,2020-05-21,National,
Japan,Internal Border Restrictions,2020-06-12,2020-06-18,6411400,new_entry,original,,,2020-06-11,Municipal,
Japan,Internal Border Restrictions,2020-08-01,2020-08-15,164464,new_entry,original,,,2020-07-31,Provincial,
Japan,Internal Border Restrictions,2020-08-01,2020-08-29,164464,update,original,Change of Policy,Strengthening,2020-08-13,Provincial,
Japan,Internal Border Restrictions,2020-08-05,2020-08-07,3786318,new_entry,original,,,2020-08-05,Provincial,
Japan,Internal Border Restrictions,2020-08-06,2020-08-24,8661908,new_entry,original,,,2020-08-05,Provincial,
Japan,Internal Border Restrictions,2021-01-18,2021-02-07,6754120,new_entry,original,,,2021-01-16,Provincial,
Japan,Lockdown,2020-02-25,2020-03-28,8951451,new_entry,original,,,2020-02-25,National,
Japan,Lockdown,2020-03-28,2020-03-29,3877149,new_entry,original,,,2020-03-26,Provincial,
Japan,Lockdown,2020-04-07,2020-04-16,9807907,new_entry,original,,,2020-04-07,National,
Japan,Lockdown,2020-04-07,2020-04-16,5528223,new_entry,original,,,2020-04-07,National,
Japan,Lockdown,2020-04-16,2020-05-04,2019196,new_entry,original,,,2020-04-16,National,
Japan,Lockdown,2020-04-16,2020-06-19,1553199,update,original,End of Policy,,2020-04-16,Municipal,
Japan,Lockdown,2020-05-04,2020-05-14,4688980,new_entry,original,,,2020-05-04,National,
Japan,Lockdown,2020-05-04,2020-05-14,4305093,new_entry,original,,,2020-05-04,National,
Japan,Lockdown,2020-05-14,2020-05-21,1478844,new_entry,original,,,2020-05-14,National,
Japan,Lockdown,2020-05-14,2020-05-25,4238527,update,original,End of Policy,,2020-05-14,National,
Japan,Lockdown,2020-05-21,2020-05-25,3103942,new_entry,original,,,2020-05-21,National,
Japan,Lockdown,2020-05-21,2020-05-25,9928282,new_entry,original,,,2020-05-21,National,
Japan,Lockdown,2020-06-18,2020-06-19,8354283,new_entry,original,,,2020-06-18,National,
Japan,Lockdown,2020-08-01,2020-08-15,4727718,new_entry,original,,,2020-07-31,Provincial,
Japan,Lockdown,2021-01-07,2021-01-17,9295348,new_entry,original,,,2021-01-06,Provincial,
Japan,Lockdown,2021-01-13,2021-02-07,6105793,new_entry,original,,,2021-01-12,Provincial,
Japan,Lockdown,2021-01-14,2021-02-07,7313710,new_entry,original,,,2021-01-13,Provincial,
Japan,Lockdown,2021-01-14,2021-02-07,2071957,new_entry,original,,,2021-01-13,Provincial,
Japan,Lockdown,2021-01-14,2021-02-07,8747713,new_entry,original,,,2021-01-13,Provincial,
Japan,Lockdown,2021-01-14,2021-02-07,623005,new_entry,original,,,2021-01-13,Provincial,
Japan,Lockdown,2021-01-14,2021-02-07,683919,new_entry,original,,,2021-01-13,Provincial,
Japan,Lockdown,2021-01-18,2021-02-07,844733,new_entry,original,,,2021-01-15,Provincial,
Japan,Lockdown,2021-01-18,2021-02-07,134701,new_entry,original,,,2021-01-16,Provincial,
Japan,Lockdown,2021-01-20,2021-02-07,9550235,new_entry,original,,,2021-01-19,Provincial,
Japan,Lockdown,2021-02-04,2021-02-14,6105793,update,original,Change of Policy,Strengthening,2021-02-04,Provincial,
Japan,Lockdown,2021-02-08,2021-02-28,844733,update,original,Change of Policy,Strengthening,2021-02-05,Provincial,
Japan,Lockdown,2021-02-08,2021-03-07,8747713,update,original,Change of Policy,Strengthening,2021-02-02,Provincial,
Japan,Lockdown,2021-02-08,2021-03-07,623005,update,original,Change of Policy,Strengthening,2021-02-02,Provincial,
Japan,Lockdown,2021-02-08,2021-03-07,6712579,update,original,Change of Policy,Strengthening,2021-02-02,Provincial,
Japan,Lockdown,2021-02-08,2021-03-07,683919,update,original,Change of Policy,Strengthening,2021-02-02,Provincial,
Japan,Lockdown,2021-02-22,2021-02-28,8747713,update,original,Change of Policy,Relaxing,2021-02-22,Provincial,
Japan,Lockdown,2021-02-22,2021-02-28,683919,update,original,Change of Policy,Relaxing,2021-02-22,Provincial,
Japan,Lockdown,2021-02-22,2021-03-28,6712579,update,original,Change of Policy,Relaxing,2021-02-22,Provincial,
Japan,Lockdown,2021-02-22,2021-02-28,623005,update,original,Change of Policy,Relaxing,2021-02-22,Provincial,
Japan,Lockdown,2021-03-08,2021-03-21,1460442,new_entry,original,,,2021-03-04,Provincial,
Japan,Lockdown,2021-03-15,2021-03-21,7429392,update,original,Change of Policy,Strengthening,2021-03-10,Provincial,
Japan,Lockdown,2021-03-15,2021-03-21,5656846,update,original,Change of Policy,Strengthening,2021-03-10,Provincial,
Japan,Lockdown,2021-03-15,2021-03-21,3580826,update,original,Change of Policy,Strengthening,2021-03-10,Provincial,
Japan,"New Task Force, Bureau or Administrative Configuration",2020-02-20,2021-04-15,731884,new_entry,original,,,2020-02-20,National,New Task Force or Bureau (i.e. establishment of a temporary body)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-02-25,2020-03-28,4883505,new_entry,original,,,2020-02-25,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-02-25,2020-03-28,4352700,new_entry,original,,,2020-02-25,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-03-28,2020-04-16,4875729,new_entry,original,,,2020-03-28,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-04-20,2020-05-01,9551305,update,original,End of Policy,,2020-04-17,National,Existing government entity given new powers
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-04,2020-05-14,6435472,new_entry,original,,,2020-05-04,National,Other Administrative Configurations
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-04,2020-05-14,5719500,new_entry,original,,,2020-05-04,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-14,2020-05-21,7555954,new_entry,original,,,2020-05-14,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-14,2020-05-21,4096245,new_entry,original,,,2020-05-14,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-14,2020-05-21,1502765,new_entry,original,,,2020-05-14,National,Existing government entity given new powers
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-14,2020-05-21,6178900,new_entry,original,,,2020-05-14,National,Existing government entity given new powers
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-14,2020-05-21,8662769,new_entry,original,,,2020-05-14,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-21,2020-05-25,4181641,new_entry,original,,,2020-05-21,National,Other Administrative Configurations
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-21,2020-05-25,4520674,new_entry,original,,,2020-05-21,National,Other Administrative Configurations
Japan,"New Task Force, Bureau or Administrative Configuration",2020-05-29,2020-05-30,4801782,new_entry,original,,,2020-05-29,National,Other Administrative Configurations
Japan,"New Task Force, Bureau or Administrative Configuration",2020-07-06,2021-03-31,7717856,new_entry,original,,,2020-07-06,Provincial,Other Administrative Configurations
Japan,"New Task Force, Bureau or Administrative Configuration",2020-07-14,2021-03-31,9674233,new_entry,original,,,2020-07-14,Municipal,New Task Force or Bureau (i.e. establishment of a temporary body)
Japan,"New Task Force, Bureau or Administrative Configuration",2020-09-01,2021-08-31,6203597,new_entry,original,,,2020-08-25,National,Other Administrative Configurations
Japan,Other Policy Not Listed Above,2020-02-25,2020-03-28,5067989,new_entry,original,,,2020-02-25,National,
Japan,Other Policy Not Listed Above,2020-02-25,2020-03-28,1427893,new_entry,original,,,2020-02-25,National,
Japan,Other Policy Not Listed Above,2020-02-25,2020-03-28,7437221,new_entry,original,,,2020-02-25,National,
Japan,Other Policy Not Listed Above,2020-03-28,2020-04-07,7604876,new_entry,original,,,2020-03-28,National,
Japan,Other Policy Not Listed Above,2020-04-07,2020-04-16,6053588,new_entry,original,,,2020-04-07,National,
Japan,Other Policy Not Listed Above,2020-04-17,2020-05-06,3295359,new_entry,original,,,2020-04-17,Provincial,
Japan,Other Policy Not Listed Above,2020-05-14,2020-05-21,9850002,new_entry,original,,,2020-05-14,National,
Japan,Other Policy Not Listed Above,2020-05-21,2020-05-25,369014,new_entry,original,,,2020-05-21,National,
Japan,Other Policy Not Listed Above,2020-05-21,2020-05-25,8470666,new_entry,original,,,2020-05-21,National,
Japan,Other Policy Not Listed Above,2020-05-21,2020-05-25,9413883,new_entry,original,,,2020-05-21,National,
Japan,Other Policy Not Listed Above,2020-05-21,2020-05-25,976946,new_entry,original,,,2020-05-21,National,
Japan,Other Policy Not Listed Above,2020-05-21,2020-05-25,9097948,new_entry,original,,,2020-05-21,National,
Japan,Other Policy Not Listed Above,2020-09-18,2021-01-15,1733368,new_entry,original,,,2020-09-17,Provincial,
Japan,Other Policy Not Listed Above,2020-11-05,2021-02-28,7245867,new_entry,original,,,2020-10-27,Provincial,
Japan,Other Policy Not Listed Above,2020-11-09,2021-03-31,1419642,new_entry,original,,,2020-10-13,Provincial,
Japan,Other Policy Not Listed Above,2021-02-25,2021-09-30,9099100,new_entry,original,,,2021-02-25,National,
Japan,Public Awareness Measures,2020-01-22,2021-04-15,8935503,new_entry,original,,,2020-01-22,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-01-29,2021-04-15,4373027,new_entry,original,,,2020-01-29,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-02-25,2020-03-28,4457857,new_entry,original,,,2020-02-25,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-02-25,2020-03-28,644306,new_entry,original,,,2020-02-25,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-03-12,2021-04-15,9911998,new_entry,original,,,2020-03-12,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-03-20,2021-04-15,4064289,new_entry,original,,,2020-03-20,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-03-28,2020-04-16,790332,new_entry,original,,,2020-03-28,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-03-28,2020-04-16,9133086,new_entry,original,,,2020-03-28,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-03-28,2020-04-16,2201394,new_entry,original,,,2020-03-28,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-07,2020-04-16,8971507,new_entry,original,,,2020-04-07,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,8188207,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,120928,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,799766,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,440030,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,1730852,new_entry,original,,,2020-04-16,National,Both Disseminating and Gathering information related to COVID-19
Japan,Public Awareness Measures,2020-04-16,2020-05-04,5782151,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,3526574,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,5758505,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,5766845,new_entry,original,,,2020-04-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-16,2020-05-04,5583844,new_entry,original,,,2020-04-16,National,Both Disseminating and Gathering information related to COVID-19
Japan,Public Awareness Measures,2020-04-17,2020-04-18,1954975,new_entry,original,,,2020-04-17,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-21,2020-06-30,5329095,update,original,End of Policy,,2020-04-21,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-04-22,2020-05-06,2930626,new_entry,original,,,2020-04-22,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-04,2020-05-14,1385753,new_entry,original,,,2020-05-04,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-04,2020-05-14,4343741,new_entry,original,,,2020-05-04,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-04,2020-05-14,5313549,new_entry,original,,,2020-05-04,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-21,7457051,new_entry,original,,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-21,9981129,new_entry,original,,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-21,8120515,new_entry,original,,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-21,7095064,new_entry,original,,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2021-04-15,6150449,new_entry,original,,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-25,6197136,update,original,End of Policy,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-14,2020-05-25,3596223,update,original,End of Policy,,2020-05-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-19,2021-04-15,6276600,new_entry,original,,,2020-05-19,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,7505065,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,14940,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,7409414,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,7873670,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,9186743,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-21,2020-05-25,7832645,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-22,2020-05-29,3656887,new_entry,original,,,2020-05-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-25,2020-07-08,5045317,update,original,End of Policy,,2020-05-25,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-25,2020-07-08,6842520,update,original,End of Policy,,2020-05-25,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-25,2020-07-08,9850200,update,original,End of Policy,,2020-05-25,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-05-29,2020-06-26,6260338,new_entry,original,,,2020-05-28,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-06-03,2021-03-05,5383861,new_entry,original,,,2021-03-05,National,Both Disseminating and Gathering information related to COVID-19
Japan,Public Awareness Measures,2020-06-05,2020-06-06,4069606,new_entry,original,,,2020-06-05,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-06-08,2021-04-15,1737348,new_entry,original,,,2020-06-08,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-06-18,2021-04-15,5908285,new_entry,original,,,2020-06-18,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-06-19,2020-09-29,9453737,update,original,End of Policy,,2020-06-19,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-06-30,2021-04-15,6150274,new_entry,original,,,2020-06-30,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-07-02,2020-07-03,3849189,new_entry,original,,,2020-07-03,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-07-05,2020-07-22,9725416,update,original,Change of Policy,Strengthening,2020-07-05,Municipal,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-08-03,2021-10-06,3117771,new_entry,original,,,2020-10-06,National,Both Disseminating and Gathering information related to COVID-19
Japan,Public Awareness Measures,2020-08-06,2020-08-24,9458413,new_entry,original,,,2020-08-05,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-08-06,2020-08-24,6021683,new_entry,original,,,2020-08-05,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-08-06,2020-08-24,5111691,new_entry,original,,,2020-08-05,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-08-06,2020-08-24,8924010,new_entry,original,,,2020-08-05,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-08-24,2021-04-15,4750228,new_entry,original,,,2020-08-21,Provincial,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-09-11,2020-12-25,4693028,new_entry,original,,,2020-07-27,National,Gathering information related to COVID-19 from the public
Japan,Public Awareness Measures,2020-10-14,2020-10-15,2822578,new_entry,original,,,2020-10-14,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-10-16,2020-10-17,4733945,new_entry,original,,,2020-10-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-10-23,2021-01-11,7528913,new_entry,original,,,2020-10-23,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-10-30,2020-10-31,2128246,new_entry,original,,,2020-10-30,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-11-16,2021-04-15,4005598,new_entry,original,,,2020-11-16,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-11-20,2020-11-21,1147857,new_entry,original,,,2020-11-20,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-11-20,2020-11-21,598912,new_entry,original,,,2020-11-20,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-11-21,2021-04-15,2720883,new_entry,original,,,2020-11-21,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-12-01,2021-04-15,6247162,new_entry,original,,,2020-11-30,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2020-12-28,2021-04-15,3284159,new_entry,original,,,2020-12-28,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2021-01-07,2021-01-08,7581189,new_entry,original,,,2021-01-07,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
Japan,Public Awareness Measures,2021-01-08,2021-03-31,246414,new_entry,original,,,2021-01-08,National,Disseminating information related to COVID-19 to the public that is reliable and factually accurate
