policy_id,entry_type,correct_type,update_type,update_level,date_announced,date_start,date_end,country,init_country_level,type,type_sub_cat
2226876,update,original,Change of Policy,Strengthening,2020-05-01,2020-05-04,2020-05-31,Ghana,National,External Border Restrictions,
295934,new_entry,original,,,2020-03-11,2020-03-11,2021-03-11,India,Provincial,Anti-Disinformation Measures,
2708838,new_entry,original,,,2020-03-11,2020-03-11,2021-03-11,India,Provincial,Anti-Disinformation Measures,
6699857,new_entry,original,,,2020-03-14,2020-03-14,2021-03-14,India,Provincial,Anti-Disinformation Measures,
5952886,new_entry,original,,,2020-03-20,2020-03-20,2020-03-21,India,National,Anti-Disinformation Measures,
325886,new_entry,original,,,2020-03-21,2020-03-21,2020-03-22,India,Provincial,Anti-Disinformation Measures,
832669,new_entry,original,,,2020-04-01,2020-04-01,2020-04-02,India,National,Anti-Disinformation Measures,
484196,update,original,End of Policy,,2020-04-20,2020-04-20,2020-04-21,India,Provincial,Anti-Disinformation Measures,
1380124,new_entry,original,,,2020-05-26,2020-05-26,2020-06-09,India,National,Anti-Disinformation Measures,
9684223,new_entry,original,,,2020-06-09,2020-06-09,2020-06-10,India,Provincial,Anti-Disinformation Measures,
7564263,new_entry,original,,,2020-07-23,2020-07-23,2020-07-24,India,Provincial,Anti-Disinformation Measures,
1653230,new_entry,original,,,2020-03-07,2020-03-07,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7471195,new_entry,original,,,2020-03-10,2020-03-10,2020-10-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7471195,new_entry,original,,,2020-03-10,2020-03-10,2020-10-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7471195,new_entry,original,,,2020-03-10,2020-03-10,2020-10-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7471195,new_entry,original,,,2020-03-10,2020-03-10,2020-10-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
220028,new_entry,original,,,2020-03-10,2020-03-10,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7282025,new_entry,original,,,2020-03-13,2020-03-13,2020-03-20,India,Municipal,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7282025,new_entry,original,,,2020-03-13,2020-03-13,2020-03-20,India,Municipal,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7282025,new_entry,original,,,2020-03-13,2020-03-13,2020-03-20,India,Municipal,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7282025,new_entry,original,,,2020-03-13,2020-03-13,2020-03-20,India,Municipal,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7455391,new_entry,original,,,2020-03-14,2020-03-14,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7455391,new_entry,original,,,2020-03-14,2020-03-14,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7455391,new_entry,original,,,2020-03-14,2020-03-14,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7455391,new_entry,original,,,2020-03-14,2020-03-14,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7262201,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7262201,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7262201,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7262201,new_entry,original,,,2020-03-14,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6585632,new_entry,original,,,2020-03-15,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6585632,new_entry,original,,,2020-03-15,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6585632,new_entry,original,,,2020-03-15,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6585632,new_entry,original,,,2020-03-15,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1472832,new_entry,original,,,2020-03-15,2020-03-15,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7970348,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,National,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7970348,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,National,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7970348,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7970348,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,National,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1184680,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1184680,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1184680,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1184680,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9224754,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8347247,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6116429,new_entry,original,,,2020-03-16,2020-03-16,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-04-15,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-04-15,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-04-15,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-04-15,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4629992,new_entry,original,,,2020-03-18,2020-03-18,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4629992,new_entry,original,,,2020-03-18,2020-03-18,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4629992,new_entry,original,,,2020-03-18,2020-03-18,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4629992,new_entry,original,,,2020-03-18,2020-03-18,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5601659,new_entry,original,,,2020-03-19,2020-03-19,2020-03-31,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
3736977,new_entry,original,,,2020-03-19,2020-03-19,2020-03-31,India,National,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2752980,new_entry,original,,,2020-03-20,2020-03-20,2020-04-03,India,National,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9086654,new_entry,original,,,2020-03-26,2020-03-21,2020-05-25,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
851833,new_entry,original,,,2020-03-23,2020-03-23,2020-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
851833,new_entry,original,,,2020-03-23,2020-03-23,2020-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
851833,new_entry,original,,,2020-03-23,2020-03-23,2020-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
851833,new_entry,original,,,2020-03-23,2020-03-23,2020-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9929320,new_entry,original,,,2020-04-01,2020-04-01,2020-04-14,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9929320,new_entry,original,,,2020-04-01,2020-04-01,2020-04-14,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
932146,new_entry,original,,,2020-04-01,2020-04-01,2020-04-02,India,National,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
932146,new_entry,original,,,2020-04-01,2020-04-01,2020-04-02,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-04-11,2020-04-11,2020-06-10,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-04-11,2020-04-11,2020-06-10,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-04-11,2020-04-11,2020-06-10,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-04-11,2020-04-11,2020-06-10,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7210447,new_entry,original,,,2020-04-13,2020-04-13,2020-04-14,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7210447,new_entry,original,,,2020-04-13,2020-04-13,2020-04-14,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7210447,new_entry,original,,,2020-04-13,2020-04-13,2020-04-14,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7210447,new_entry,original,,,2020-04-13,2020-04-13,2020-04-14,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8081924,new_entry,original,,,2020-04-14,2020-04-15,2020-05-03,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8081924,new_entry,original,,,2020-04-14,2020-04-15,2020-05-03,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8081924,new_entry,original,,,2020-04-14,2020-04-15,2020-05-03,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8081924,new_entry,original,,,2020-04-14,2020-04-15,2020-05-03,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9837348,new_entry,original,,,2020-04-14,2020-04-15,2020-05-14,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4629992,update,original,Change of Policy,Strengthening,2020-04-16,2020-04-16,2020-05-03,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4629992,update,original,Change of Policy,Strengthening,2020-04-16,2020-04-16,2020-05-03,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4629992,update,original,Change of Policy,Strengthening,2020-04-16,2020-04-16,2020-05-03,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4629992,update,original,Change of Policy,Strengthening,2020-04-16,2020-04-16,2020-05-03,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
177168,new_entry,original,,,2020-05-03,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
177168,new_entry,original,,,2020-05-03,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
177168,new_entry,original,,,2020-05-03,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
177168,new_entry,original,,,2020-05-03,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8590280,new_entry,original,,,2020-05-04,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8590280,new_entry,original,,,2020-05-04,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8590280,new_entry,original,,,2020-05-04,2020-05-04,2020-05-17,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8590280,update,original,Change of Policy,Strengthening,2020-05-04,2020-05-17,2020-05-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8590280,update,original,Change of Policy,Strengthening,2020-05-04,2020-05-17,2020-05-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8590280,update,original,Change of Policy,Strengthening,2020-05-04,2020-05-17,2020-05-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5040975,new_entry,original,,,2020-05-17,2020-05-18,2020-05-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5040975,new_entry,original,,,2020-05-17,2020-05-18,2020-05-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5040975,new_entry,original,,,2020-05-17,2020-05-18,2020-05-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5040975,new_entry,original,,,2020-05-17,2020-05-18,2020-05-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
3407891,new_entry,original,,,2020-05-20,2020-05-20,2020-06-03,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-05-27,2020-05-27,2020-06-30,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-05-27,2020-05-27,2020-06-30,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-05-27,2020-05-27,2020-06-30,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-05-27,2020-05-27,2020-06-30,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1236377,new_entry,original,,,2020-05-29,2020-05-29,2020-06-12,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-07-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-07-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-07-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-07-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1639078,new_entry,original,,,2020-06-29,2020-06-29,2020-07-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1639078,new_entry,original,,,2020-06-29,2020-06-29,2020-07-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1639078,new_entry,original,,,2020-06-29,2020-06-29,2020-07-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5250741,new_entry,original,,,2020-06-30,2020-06-30,2020-07-31,India,National,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5250741,new_entry,original,,,2020-06-30,2020-06-30,2020-07-31,India,National,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5250741,new_entry,original,,,2020-06-30,2020-06-30,2020-07-31,India,National,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5250741,new_entry,original,,,2020-06-30,2020-06-30,2020-07-31,India,National,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8804656,new_entry,original,,,2020-06-30,2020-07-01,2020-07-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8804656,new_entry,original,,,2020-06-30,2020-07-01,2020-07-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8804656,new_entry,original,,,2020-06-30,2020-07-01,2020-07-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8804656,new_entry,original,,,2020-06-30,2020-07-01,2020-07-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
628442,new_entry,original,,,2020-07-24,2020-07-24,2020-07-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
628442,new_entry,original,,,2020-07-24,2020-07-24,2020-07-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
628442,new_entry,original,,,2020-07-24,2020-07-24,2020-07-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
628442,new_entry,original,,,2020-07-24,2020-07-24,2020-07-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5166661,new_entry,original,,,2020-07-25,2020-07-25,2020-07-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5166661,new_entry,original,,,2020-07-25,2020-07-25,2020-07-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5166661,new_entry,original,,,2020-07-25,2020-07-25,2020-07-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5166661,new_entry,original,,,2020-07-25,2020-07-25,2020-07-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,update,original,Change of Policy,Strengthening,2020-07-28,2020-07-28,2020-08-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-07-28,2020-07-28,2020-08-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-07-28,2020-07-28,2020-08-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-07-28,2020-07-28,2020-08-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7606763,new_entry,original,,,2020-07-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7606763,new_entry,original,,,2020-07-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7606763,new_entry,original,,,2020-07-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7606763,new_entry,original,,,2020-07-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1639078,update,original,Change of Policy,Strengthening,2020-06-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1639078,update,original,Change of Policy,Strengthening,2020-06-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1639078,update,original,Change of Policy,Strengthening,2020-06-29,2020-07-29,2020-08-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,update,original,Change of Policy,Strengthening,2020-08-26,2020-08-26,2020-09-20,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-08-26,2020-08-26,2020-09-20,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-08-26,2020-08-26,2020-09-20,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-08-26,2020-08-26,2020-09-20,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6502542,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6502542,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6502542,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6502542,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
816402,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
816402,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
816402,new_entry,original,,,2020-08-29,2020-08-29,2020-09-30,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1609485,update,original,Change of Policy,Strengthening,2020-09-30,2020-09-30,2020-11-15,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1609485,update,original,Change of Policy,Strengthening,2020-09-30,2020-09-30,2020-11-15,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1609485,update,original,Change of Policy,Strengthening,2020-09-30,2020-09-30,2020-11-15,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1609485,update,original,Change of Policy,Strengthening,2020-09-30,2020-09-30,2020-11-15,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2065504,new_entry,original,,,2020-10-08,2020-10-08,2020-11-14,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2065504,new_entry,original,,,2020-10-08,2020-10-08,2020-11-14,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5043902,new_entry,original,,,2020-11-02,2020-11-02,2020-11-16,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5043902,new_entry,original,,,2020-11-02,2020-11-02,2020-11-16,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5043902,new_entry,original,,,2020-11-02,2020-11-02,2020-11-16,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5043902,new_entry,original,,,2020-11-02,2020-11-02,2020-11-16,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9124502,new_entry,original,,,2020-11-20,2020-11-20,2020-12-31,India,Municipal,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8190301,new_entry,original,,,2020-11-20,2020-11-20,2020-11-30,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8190301,new_entry,original,,,2020-11-20,2020-11-20,2020-11-30,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8190301,new_entry,original,,,2020-11-20,2020-11-20,2020-11-30,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8190301,new_entry,original,,,2020-11-20,2020-11-20,2020-11-30,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
446748,new_entry,original,,,2021-01-03,2021-01-04,2021-01-05,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
446748,new_entry,original,,,2021-01-03,2021-01-04,2021-01-05,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
412298,new_entry,original,,,2020-03-12,2021-03-13,2021-03-31,India,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
412298,new_entry,original,,,2020-03-12,2021-03-13,2021-03-31,India,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
412298,new_entry,original,,,2020-03-12,2021-03-13,2021-03-31,India,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
412298,new_entry,original,,,2020-03-12,2021-03-13,2021-03-31,India,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1108874,new_entry,original,,,2021-02-13,2021-02-13,2021-02-20,India,Provincial,COVID-19 Vaccines,Distribution (shipping; storage; administration) of COVID-19 vaccines
9683971,new_entry,original,,,2020-03-21,2020-03-22,2020-03-23,India,Provincial,Curfew,
5533645,new_entry,original,,,2020-03-23,2020-03-23,2020-03-31,India,Provincial,Curfew,
9500364,new_entry,original,,,2020-04-18,2020-04-18,2020-05-03,India,Provincial,Curfew,
696889,new_entry,original,,,2020-05-04,2020-05-04,2020-05-17,India,Provincial,Curfew,
696889,update,original,Change of Policy,Strengthening,2020-05-04,2020-05-17,2020-05-31,India,Provincial,Curfew,
1915802,new_entry,original,,,2020-05-18,2020-05-19,2020-05-31,India,Provincial,Curfew,
6105417,new_entry,original,,,2020-05-30,2020-05-30,2020-06-30,India,Provincial,Curfew,
6600972,new_entry,original,,,2020-06-12,2020-06-13,2020-06-14,India,Municipal,Curfew,
9435837,new_entry,original,,,2020-06-26,2020-06-26,2020-07-31,India,Provincial,Curfew,
3180217,new_entry,original,,,2020-06-29,2020-06-29,2020-07-31,India,Provincial,Curfew,
2551561,new_entry,original,,,2020-07-16,2020-07-16,2020-08-10,India,Provincial,Curfew,
1614304,new_entry,original,,,2020-07-16,2020-07-16,2020-08-10,India,Municipal,Curfew,
658378,new_entry,original,,,2020-07-24,2020-07-25,2020-07-26,India,Municipal,Curfew,
425543,new_entry,original,,,2020-07-31,2020-07-31,2020-08-31,India,Provincial,Curfew,
6093876,new_entry,original,,,2020-08-13,2020-08-14,2020-08-28,India,Provincial,Curfew,
4707411,update,original,End of Policy,,2020-08-20,2020-08-20,2020-10-01,India,Provincial,Curfew,
5936220,new_entry,original,,,2020-09-05,2020-09-07,2020-09-20,India,Municipal,Curfew,
