Source,,RecordedDate,Duration (in seconds),cf_insight1,cf_insight1_Justify,cf_insight_1_Timer_Page Submit,cf_insight2,cf_insight2_Justify,cf_insight2 Timer_Page Submit,cf_insight3,cf_insight3_Justify,cf_insight3 Timer_Page Submit,cf_Justification,st_insight1,st_insight1_Justify,st_insight_1_Timer_Page Submit,st_insight2,st_insight2_Justify,st_insight2 Timer_Page Submit,st_insight3,st_insight3_Justify,st_insight3 Timer_Page Submit,st_Justification,ss_insight1,ss_insight1_Justify,ss_insight_1_Timer_Page Submit,ss_insight2,ss_insight2_Justify,ss_insight2 Timer_Page Submit,ss_insight3,ss_insight3_Justify,ss_insight3 Timer_Page Submit,ss_Justification,Dataset,MSP,completionID,PROLIFIC_PID
Prolific,Yes,4/1/2022 15:07:01,560,Strongly agree,,20.339,Strongly disagree,,31.371,Strongly agree,,11.043,in this image no issues creations were shown at all,Neither agree nor disagree,,15.136,Disagree,,25.397,Strongly agree,,13.036,"here 30 changes are committed with a issue, and 30&gt;17",Strongly disagree,,70.116,Strongly disagree,,78.002,Strongly agree,,34.696,"in flow 8 and 16, the changes were committed without a prior issue(s). So there are indeed multiple (at least 2) flows meet the prior description",2,5,735037,615d051e2366aeb051acb734
Prolific,Yes,4/1/2022 15:12:27,598,Disagree,,32.689,Disagree,,23.541,Disagree,,16.367,"The image shows that commit changes happened for 30 of the workflows, but there is no explanation for what happened, if anything, for the other 15.",Somewhat agree,,15.977,Disagree,,41.901,Disagree,,11.239,"The image is not broken down with the number 17, we do not know what happened to 15 of the workflows, and just because 30 had commit changes, that does not tell whether the workflow or changes were resolved.",Somewhat agree,,109.209,Somewhat agree,,27.482,Disagree,,57.901,"You cannot see a total of 17 workflows that do not have related issues, and you can see that 8 were changed, and 6 at least had had an issue created but what happened after is unknown. ",2,5,655645,5bebd4111296920001d55c5a
Prolific,Yes,4/1/2022 15:26:37,1634,Disagree,,134.454,Disagree,,14.888,Somewhat agree,,15.466,"The graph does not speak to any task other than commit changes.  As such, reference to any other task is incorrect. ",Strongly disagree,,69.22,Strongly disagree,,36.207,Disagree,,35.057,This image shows that out of the 45 bug items only 30 were committed to changes.  Nothing happened to the remaining 15.  None of the scenarios indicated that.,Disagree,,177.488,Disagree,,91.679,Agree,,162.716,Still difficult to interpret versus the scenarios given.  If it doesn't match up I am not sure which direction to go.,2,5,505004,622a193e32f45a5c28d4875f
Prolific,Yes,4/6/2022 17:23:56,382,Strongly agree,,19.436,Somewhat disagree,,25.575,Somewhat disagree,,21.186,Easy do understand and don't see the activities mentioned,Agree,,16.869,Strongly agree,,16.758,Agree,,12.354,No change in the image,Agree,,59.656,Strongly agree,,20.022,Strongly agree,,22.49,Image was easy to understand and conclusion was supported by the images,2,5,679103,5d41e832b0ca7200169d857e
Prolific,Yes,4/6/2022 18:02:11,659,Disagree,,50.235,Somewhat agree,,46.133,Disagree,,18.433,"The image is very simple, however, it doesn't seem to specifically address the questions as asked.  I assume that changes were committed on 30 items, and from there, it doesn't really tell me much.  ",Agree,,28.37,Somewhat agree,,24.878,Somewhat disagree,,14.692,"Based on the image, there were changes committed to 30 items and then it appears that nothing further happened with the 30 items.  There's not much in way of elaboration in the image. ",Agree,,59.746,Somewhat agree,,45.813,Agree,,33.358,"In this image, there is more elaboration; and there are a broad range of assumptions that can be made.  I think that there is more information here to match with the questions that were presented. ",2,5,627801,567dd32b4f0ef30006dbb718
Prolific,Yes,3/17/2022 19:59:45,904,Strongly disagree,,82.957,Strongly disagree,,50.567,Strongly disagree,,74.226,The activities were not reflected in the image.  ,Disagree,,145.24,Disagree,,33.074,Disagree,,29.926,The activities were not accurately reflected in the image.  ,Agree,,73.282,Disagree,,104.911,Disagree,,54.209,I hate this graphic.  It's not easy to understand.  I didn't see the facts.  ,3,0,775671,5eb339ee6290bc124b8549a6
Prolific,Yes,3/30/2022 13:09:50,1439,Disagree,,171.497,Disagree,,98.533,Strongly disagree,,76.77,"ACcording to the image, which is somewhat difficult to read, The MOST common occurence during UMD offense is a rebound, and the THIRD MOST common occurence is a foul. The facts provided have stated otherwise, so it leads me to believe that the image is inaccurate.",Somewhat disagree,,111.106,Neither agree nor disagree,,103.504,Disagree,,118.153,"This image is quite difficult to read. And once again the image does does line up with the facts. One fact was sort of correct, UMD made a shot 7 times after missing a shot. While 7 shots were made after a REBOUND instead of MISSED SHOT, getting the rebound on offense is still technically a missed shot?",Agree,,59.761,Neither agree nor disagree,,65.993,Disagree,,45.633,This image is still somewhat difficult to understand. But the first fact seemed to line up. The second fact somewhat lines up if you consider that rebounds are technically missed shots. I still don't see that third fact lining up as UMD offense is never followed by a made shot according to the image.,3,0,271966,615f54a5141128cf81b7e857
Prolific,Yes,4/11/2022 16:47:38,786,Disagree,,30.274,Disagree,,38.992,Disagree,,34.226,"The image was easier than the first in some regards but not in others.  Not sure what the ""8"" and ""3"" meant for Made shot after UMD Offense.  ",Disagree,,41.521,Disagree,,34.611,Disagree,,40.498,This was the HARDEST one to understand.  The foul line after UNC Offense?!  What is that?  The horizontal line from Rebound through Foul to Missed Shot after UMD Offense.  I have no idea how to read this.,Agree,,90.689,Disagree,,39.977,Disagree,,51.079,"The activities that were listed in the facts were not truly as they were stated.  For at least two, the facts disregarded an action that had to occur first before a made shot or made free throw, which is why I disagreed with the statements.  ",3,0,287754,5e14d7e17f08edaec8cec4c2
Prolific,Yes,4/11/2022 17:09:37,1151,Agree,,35.644,Strongly disagree,,19.515,Neither agree nor disagree,,33.564,"There was a bit more information here, but it was still difficult to understand. And the numbers differed quite a bit from the other data sets if I'm reading it correctly.",Agree,,67.111,Somewhat agree,,42.152,Somewhat disagree,,23.601,"This image was a bit more difficult to understand. The foul line coming down from the UNC offense lands in a awkward place, and I'm not sure what it's referring to, and the horizontal line completely threw me off.",Somewhat disagree,,383.686,Strongly agree,,121.8,Disagree,,50.096,"The activity in the fact is not shown in the image. After a made shot or free throw during the UNC offense, the UMD offense does take over, but they don't have a made shot in any of those scenarios, at least that's shown in the data set.",3,0,271356,614f609ac39c7385012f4f4c
Prolific,Yes,4/12/2022 17:21:29,407,Strongly disagree,,36.903,Strongly disagree,,14.049,Strongly disagree,,12.349,this is so all over the place,Neither agree nor disagree,,22.404,Somewhat disagree,,31.59,Somewhat agree,,25.425,this whole system is flawed and hard to interpret and is trying to solve a problem that never existed,Agree,,33.505,Agree,,26.809,Strongly disagree,,29.01,this system is easier to read and follow,3,0,988454,5cf21b7b2456d90001ee8e40
Prolific,Yes,3/17/2022 23:31:09,1123,Disagree,,43.274,Disagree,,42.039,Somewhat disagree,,34.187,"This image gives no information about what happened during UNC offense, whether shots or free throws were made. As for the UMD offense, again there are two categories that are making assumptions, that you know that a rebound happens after a missed shot. I am confused about the far right and lower left portions of the image.",Somewhat agree,,129.475,Agree,,30.752,Somewhat disagree,,59.827,"First, I think you probably have to understand the game of basketball for this to make sense. Second, there is no mention of free throws on the image, so you can't base anything on them. Next, when UMD is on offense, it is not clear to me from the image that the 27 and 16 lines both are about missed shots. I can only extrapolate that from knowing that rebounds happen after missed shots. So I am assuming that the line indicates that, but I am not sure. Also, given the number of points that UMD scored, I am curious where the rest of their points came from when it seems like they only made 7 shots. I feel like the missed shots should all be on one line, with a branch from it for rebounds.",Somewhat disagree,,114.123,Somewhat agree,,50.371,Disagree,,65.504,I find this image really confusing and difficult to understand. It doesn't appear to show the things it was said to show. The different kinds of information are too separated to really be able to make a cohesive assessment of what happened in diffferent situations.,3,1,672165,5df861926aab7c5f659dfd85
Prolific,Yes,3/20/2022 20:19:41,1144,Strongly disagree,,117.034,Disagree,,112.097,Strongly disagree,,39.279,The chart does not show this pattern.,Disagree,,91.791,Agree,,59.257,Disagree,,55.061,The graph does not show this sequence,Strongly agree,,268.788,Strongly disagree,,67.207,Strongly disagree,,86.601,This image does not show that pattern of events.,3,1,192867,5ce1f31a27efac0018821eed
Prolific,Yes,3/31/2022 22:15:52,386,Strongly disagree,,38.23,Strongly disagree,,14.629,Disagree,,24.367,None of those facts could be verified with the image. Either it was wrong or the image didn't give me enough info for me to verify the facts.,Disagree,,21.327,Somewhat agree,,17.975,Strongly disagree,,22.453,"Some of the info was incorrect. For the missed shot into made shot, I assumed that a rebound would count as a missed shot because you would have to miss in order to rebound and then subsequentally make the shot.",Strongly disagree,,20.02,Agree,,22.863,Strongly disagree,,21.552,Some of the facts were not shown in this image. The only one reasonably there was UMD missing a shot but rebounding and then making it 7 times after.,3,1,555932,5d4a41890e604c00011ade8b
Prolific,Yes,3/31/2022 22:17:18,859,Neither agree nor disagree,,20.889,Strongly disagree,,22.887,Neither agree nor disagree,,22.827,I know I passed the other survey - but this one has me flummoxed because I just don't know basketball.    :( I wish you would have kept it as baseball.   I cannot read this graph at all.  I feel dumb. ,Agree,,117.893,Strongly agree,,104.724,Neither agree nor disagree,,35.113,"Am I supposed to give the reasons for all the ratings?  I can't remember now.  I think I'm not quite sure what everything means is part of the problem.  Last time I did this it was baseball which I DO understand.  This time it's basketball and i'm not at all familiar with the workings of the game.  For example, what is a rebound?  If you want us to give ratings for each question, it should be done after each question?  I won't get the bonus, that's ok, I'm just not sure what you are asking me to do.       Problems with this graph:  For UMND Offense, I'm not sure what the line with 8 means as just an example.   ",Neither agree nor disagree,,46.036,Neither agree nor disagree,,23.416,Neither agree nor disagree,,22.699,"I said ""neither agree or disagree"" on ALL of them because. uh... I could not answer the questions based on this information.  I have NO IDEA how to read it or how they correlate with other. ",3,1,199690,607db957e9d570c7c2657b8d
Acquintance,Yes,3/19/2022 1:33:39,1630,Disagree,,50.417,Disagree,,57.132,Disagree,,53.045,ok to understand,Disagree,,171.072,Agree,,49.826,Disagree,,49.902,difficult to understand,Somewhat disagree,,175.751,Agree,,47.177,Disagree,,118.154,difficult to understand,3,1,248103,6
Prolific,Yes,3/17/2022 15:44:47,420,Strongly disagree,,11.541,Strongly disagree,,12.579,Strongly disagree,,10.577,"The activities in the fact were not shown in the image, so they could not be confirmed. ",Strongly disagree,,19.72,Strongly disagree,,10.688,Strongly disagree,,10.802,The activities in the fact are not shown in the image. ,Strongly agree,,33.55,Somewhat disagree,,52.916,Somewhat agree,,23.191,"The image is easier to understand, and has more activities in the facts. ",3,2,508868,5ef2d7247fab4b18187eb534
Prolific,Yes,3/17/2022 15:46:59,491,Somewhat disagree,,33.158,Neither agree nor disagree,,13.114,Somewhat agree,,13.005,This image is even more confusing. I assumed based on the number what a percentage of that would be for instance a missed shot happened 14 times. This image is difficult to follow because it does not give enough information. ,Disagree,,25.826,Disagree,,11.933,Disagree,,14.017,This image is not easy to follow because I'm not sure what one of the bifurcations means since it is not labeled. It also seems to be very confusing as to what were the sequence of events. ,Agree,,74.845,Strongly disagree,,23.78,Disagree,,25.073,This image is difficult to follow and confusing because I am assuming that the numbers next to the images are number of times a certain event happen. I get confused once we go to the second Line as it can be confusing to follow such events and come to conclusions. ,3,2,690096,60d109c361574e747c153114
Prolific,Yes,3/17/2022 15:50:13,881,Somewhat agree,,52.835,Disagree,,22.495,Neither agree nor disagree,,38.599,Every time I read the image I think i will get it right but to me it is not logical and does not correspond to the text,Disagree,,57.186,Strongly disagree,,45.531,Somewhat disagree,,47.349,At first it seemed easier to read the image that in the first set but then I felt as if there was information missing and that I was not able to interpret the graph properly,Agree,,145.348,Disagree,,45.341,Disagree,,53.396,I am not really into sports making it more difficult to understand the image as there are many terms that do not mean much to me and that I may have needed to take into account in my ratings.,3,2,640398,5efe4033859ac314b6d79a50
Prolific,Yes,3/18/2022 17:48:37,296,Somewhat disagree,,19.597,Somewhat agree,,14.743,Disagree,,24.209,easier to understand,Agree,,35.444,Neither agree nor disagree,,13.867,Somewhat agree,,19.406,Not all the numbers are labeled,Neither agree nor disagree,,53.395,Somewhat agree,,26.573,Somewhat disagree,,11.108,confusing graphic,3,2,847664,5f4fdc38e156d510c2911335
Prolific,Yes,3/23/2022 1:05:26,511,Disagree,,38.598,Disagree,,32.751,Agree,,19.547,Not all of the questions were answered in the chart. ,Disagree,,46.351,Disagree,,15.155,Disagree,,13.566,The image did not answer the questions. ,Agree,,57.418,Strongly disagree,,39.413,Disagree,,38.613,This chart is not easy to understand.  I think there are better ways to display this data. ,3,2,377131,58ae37d8e6afe00001d36ac9
Acquintance,Yes,3/20/2022 1:00:59,2271,Strongly disagree,,143.785,Strongly disagree,,57.373,Strongly disagree,,74.406,"Activities like ""UNC made a shot"" or ""UNC made a free throw"" were not shown in the image.",Disagree,,75.746,Strongly disagree,,37.619,Strongly disagree,,43.776,The image is difficult to understand.,Strongly disagree,,183.685,Disagree,,163.875,Strongly disagree,,124.739,The image is difficult to understand.,3,2,495783,6
Prolific,Yes,3/17/2022 16:05:44,479,Agree,,45.154,Strongly disagree,,41.581,Disagree,,48.337,The image to me it was hard to understand and I do believe there were some activities that were not shown in the image,Disagree,,31.331,Disagree,,14.114,Disagree,,30.101,Nikolija image I can understand but I didn't see any of the activities or it didn't make sense,Disagree,,35.865,Strongly disagree,,20.276,Somewhat agree,,28.269,I'm not sure I was pretty much guessing in this one also,3,3,643146,616cf9ae07c1c6bd05d95beb
Prolific,Yes,3/29/2022 4:54:08,352,Strongly disagree,,13.481,Strongly disagree,,10.613,Strongly disagree,,10.379,"The events once again did not match what was showed by the chart, and it was hard to comprehend the flow of events",Strongly disagree,,20.005,Strongly disagree,,10.923,Strongly disagree,,18.565,The indicated events for all three scenarios were not even shown in this chart,Disagree,,48.018,Strongly disagree,,11.65,Agree,,30.755,"UMD Offense was not shown in the image, and the made free throw scenario was not either. The image is somewhat difficult to understand but flows sequentially.",3,3,988075,61338374ecef87bfdfd1c7bb
Prolific,Yes,4/1/2022 18:34:01,721,Strongly disagree,,67.779,Disagree,,31.681,Somewhat disagree,,38.868,"Activity facts regarding the UNC Offense does not appear in the image. The overlap of the ""Missed shot"" line over the line labelled ""21"" is somewhat confusing as I am not understanding the connection of those two.",Disagree,,44.869,Strongly disagree,,18.521,Neither agree nor disagree,,28.332,"There is a lot of information missing following the UMD Offense transition. There is no data on UMD Missed Shots or Made Shots. Additionally, during the UNC Offense, it does not indicate a pattern for ""Free Throws"" which was in some of the questions, so I can't verify the validity of that as well.",Agree,,65.112,Disagree,,40.036,Agree,,15.862,This image gave more information than the last two images on the frequencies and sequences of events. I feel that this image is clearer and I can make out more with the labelled data than previous images.,3,3,795497,6154973c69da7c97996a19f6
Prolific,Yes,4/8/2022 18:39:02,897,Disagree,,18.539,Disagree,,29.46,Disagree,,31.696,Details in the diagram are missing to support the truth of the questions.,Somewhat agree,,25.472,Disagree,,29.115,Disagree,,58.556,The activities in the fact are not shown clearly enough.,Strongly disagree,,99.515,Strongly agree,,81.76,Strongly disagree,,40.184,"Image is clear, however, things like during UMD offense, UMD making a shot after missing a shot should be labeled more EXPLICITLY...you have to, for example, assume a shot was missed because a ""Rebound"" is indicated.  In other cases, details were missing on the diagram to make a true statement, so I marked those false.",3,3,305085,5de831cad4995d000c5fb540
Prolific,Yes,4/8/2022 19:17:36,616,Somewhat disagree,,42.154,Strongly disagree,,11.003,Somewhat disagree,,18.094,"The numbers add up (34+14+21=69); however we cannot see what happens after the 14 Missed Shots, nor does the graph tell us what happened specifically 21 times. I am assuming it is a Made Shot, but that is not made clear in the graph.",Somewhat disagree,,63.352,Strongly disagree,,18.446,Disagree,,14.855,"It appears from the graphic that the flow into UMD offense occurred 24 times (22 times after a Made Shot and 2 times after a Missed Shot). That would be crazy for UMD to only gain 2 defensive rebounds over the course of 1/4 of a half, let alone an entire game.",Somewhat agree,,51.604,Strongly agree,,10.996,Somewhat disagree,,12.976,"This image is a bit easier to read. I could definitively answer that the UMD offense transitioned to Made Shot after Rebound (as evident by the second set); however, there is still some ambiguity as to what is going on on the far left and right sides. I'm assuming that UMD Offense to the far right suggests a Tarheel turnover, but that is a supposition.",3,3,286921,603e97154847faf7531b40b6
Prolific,Yes,3/17/2022 17:41:30,476,Neither agree nor disagree,,26.543,Strongly disagree,,15.135,Strongly disagree,,11.467,"Again, we can't see what the number 35 refers to, so I can't conclude that it refers to a made or missed shot which is what the task is asking about.  Perhaps the image is harder to understand than I think.  I don't see any information about shots that were made after UMD went on offense.  I see Rebounds on the left, and an unlabeled stat on the right.",Strongly disagree,,26.948,Strongly disagree,,22.168,Strongly disagree,,31.572,"The activities are not shown in the image.  I can only see rebounds in regards to what the Maryland offense did after moving to offense.  The image isn't difficult to understand, it's just incomplete.",Somewhat agree,,52.229,Disagree,,35.208,Somewhat disagree,,30.44,I believe the chart is too difficult to understand and/or doesn't have all the information needed for the question regarding which activity happens the 3rd most often.  Some of the data doesn't seem to be included in the chart.,3,4,202134,5c7135f1bd8e00000172fdf5
Prolific,Yes,3/29/2022 19:08:36,738,Disagree,,28.627,Somewhat disagree,,44.8,Disagree,,18.165,The images do not properly show the information described such as the points in the UMD offense ,Disagree,,57.003,Neither agree nor disagree,,33.056,Disagree,,28.113,The activities and instances mentioned are not shown in the image,Agree,,26.305,Agree,,30.292,Agree,,179.927,The image in two timelines show UMD making a shot after a UNC offense,3,4,911792,622bad232b20c321c9a35bef
Acquintance,Yes,3/13/2022 3:35:41,389,Agree,,12.51,Somewhat agree,,11.659,Somewhat disagree,,11.389,the image is easy to understand and the activities in the fact are not shown in the image,Somewhat agree,,11.322,Disagree,,11.766,Agree,,12.003,the image is okay to understand,Strongly agree,,10.844,Strongly disagree,,11.161,Somewhat agree,,11.852,the image is okay to understand,3,4,765509,5
Acquintance,Yes,3/13/2022 4:04:24,2884,Disagree,,47.241,Disagree,,28.109,Disagree,,11.769,It was easy to understand.,Agree,,95.635,Disagree,,37.908,Agree,,45.917,Based on the tutorial given the image was easy to understand. ,Neither agree nor disagree,,135.523,Disagree,,103.482,Agree,,25.152,Easy to understand.,3,4,489301,5
Acquintance,Yes,3/23/2022 6:16:07,1582,Strongly disagree,,31.447,Strongly disagree,,19.364,Strongly disagree,,15.79,not enough information in the image.,Strongly disagree,,41.394,Strongly disagree,,19.446,Disagree,,29.572,image explains very well,Strongly agree,,111.435,Strongly disagree,,67.558,Disagree,,90.271,"The second question (the pattern happens 7 times) was not clearly given to the image. the first one can be understood based on the image. As the first one is true, the third one cannot be true, also there is no other more frequent events after made shot or made free throw.",3,4,834426,6
Prolific,Yes,3/30/2022 12:19:05,1035,Disagree,,21.208,Disagree,,320.984,Disagree,,15.291,I don't see that on the data,Agree,,127.34,Disagree,,48.085,Agree,,38.554,"It looks like once UMD go the ball it missed the shot most often, then rebounded and converted, or UNC got the rebound or scored on offence.",Disagree,,87.873,Strongly agree,,54.633,Disagree,,40.579,I can't see a data point where that happened.,3,5,336299,5f80c3b14dc3ba1509305a89
Prolific,Yes,3/30/2022 12:22:17,299,Strongly disagree,,17.762,Strongly disagree,,10.58,Strongly disagree,,10.783,there is no indication for what most of the numbers mean,Strongly agree,,13.202,Strongly disagree,,37.729,Disagree,,19.796,Some of the numbers are not labeled well enough to know what they refer to or what they lead to,Somewhat agree,,26.719,Strongly disagree,,21.809,Disagree,,15.248,it is fairly simple to understand but the different activities were not explained well and they did not seem to all follow the patterns,3,5,855937,5bab94e36c661a0001aea8ec
Prolific,Yes,4/4/2022 7:56:49,516,Somewhat agree,,28.361,Disagree,,13.583,Somewhat agree,,141.171,The image is very difficult to understand so it is not clear exactly what is happening or how many times it does happen.,Strongly agree,,21.589,Neither agree nor disagree,,12.088,Neither agree nor disagree,,11.753,This image is in between the first two as it labels everything but I feel as though it is missing some facts.,Strongly agree,,46.696,Strongly agree,,14.746,Somewhat agree,,29.434,This image is much more simple to understand and labels everything properly.,3,5,604998,603866264049ae2508f33bcf
Prolific,Yes,4/5/2022 16:10:53,1482,Strongly disagree,,77.299,Strongly disagree,,43.669,Strongly disagree,,12.663,I have no idea what the numbers mean. None of the numbers add up to the score. If the numbers are total possessions it doesn't tell me anything. I don't understand how to get any information from the graph.,Strongly agree,,76.089,Strongly disagree,,17.47,Strongly disagree,,26.042,After UNC made a shot Maryland most often missed a shot or else there wouldn't have been a rebound. There isn't anything that tells me something happened 7 times or was the third most common event.,Strongly agree,,182.172,Strongly agree,,114.505,Strongly disagree,,261.012,"I don't think it's easy to understand overall. I'm not sure what the numbers at the top of each column mean. I don't know what the relationship is between the columns. But after reading the fact and trying to find examples that fit the fact, two times I thought I understood it and strongly agreed and once I couldn't find evidence that supported the fact. But overall I find the image very difficult to understand. I think the length of the vertical lines demonstrates time between the events, but I don't know how that helps me.",3,5,602464,5c1976c90d57c30001b4162c
Acquintance,Yes,4/5/2022 13:35:59,1781,Somewhat agree,,117.735,Disagree,,37.7,Disagree,,22.655,the activities in the fact are not shown in the image,Agree,,33.093,Strongly disagree,,19.897,Somewhat disagree,,94.806,the activities in the fact are not shown in the image,Neither agree nor disagree,,75.423,Agree,,112.566,Somewhat disagree,,66.486,the image is difficult to understand,3,5,213390,6
Acquintance,Yes,3/15/2022 19:52:51,1253,Strongly disagree,,20.8,Strongly disagree,,19.95,Strongly disagree,,73.195,the activities in the fact are not shown in the image,Strongly disagree,,60.932,Strongly disagree,,33.625,Strongly disagree,,113.301,"I could not find the activities in the fac(e.g., made throw) in the visualization",Strongly agree,,52.517,Strongly disagree,,67.982,Strongly disagree,,72.637,the image is easy/difficult to understand,3,5,283152,4
Prolific,Yes,3/17/2022 20:53:34,1657,Strongly disagree,,25.723,Strongly disagree,,17.464,Strongly disagree,,12.736,The images don't show any of the places a vehicle might stop so there is no way to know if the vehicle just passed through or if it stopped someplace.,Agree,,214.065,Agree,,146.999,Agree,,26.16,The images are much easier to understand. The lines connect the various activities making it easier to understand where each vehicle went. ,Disagree,,292.027,Disagree,,177.425,Somewhat agree,,132.404,"Since vehicles can pass by a ranger-stop without stopping there, I can't tell from the image if they actually stopped or just passed by. Some of the activities happened after the vehicles passed camping, so it is difficult to tell if they stayed at camping or did the ranger-stop. ",4,0,877557,58cefdb030c4cf0001ceb3ac
Prolific,Yes,3/30/2022 13:34:28,921,Strongly disagree,,18.96,Strongly disagree,,11.025,Strongly disagree,,12.242,"This image didn't give enough explicit information to know if the statements were true or not. It was easier to read than the previous images, but the ideas it was portraying were much broader and didn't provide those specific details.",Disagree,,109.51,Disagree,,20.14,Disagree,,16.949,"This image felt a little easier to understand when there were not a lot of options to go through. The ranger only question seemed clear enough because it was separate from the other chart, so it looked like there were 6 rangers instead of 5. The questions pertaining to the larger image got a little confusing, but overall I felt like the numbers presented in the questions were inaccurate so I selected ""disagree"" stating that they could not be proven by the image. ",Strongly agree,,78.86,Disagree,,177.788,Disagree,,66.639,"I tried to follow along with the timelines, and the image is visually clear, however it's hard to understand which numbers are just repeats of previous participants, and which should be counted separately. For the first question, I was confident that the question pertained to the very first and very last timeline, so I added 9 cars plus 8 cars to reach 17. However, for the other questions, it was difficult to follow along with the graph, so I selected Disagree, since I couldn't absolutely tell from the image whether the statement was true or not. ",4,0,655286,6108b78f72574f4f520928b8
Prolific,Yes,4/7/2022 11:45:39,809,Strongly disagree,,52.685,Strongly disagree,,29.699,Strongly disagree,,12.241,The image does not seem to display any of the facts that were stated. It is confusing and seems very difficult to understand. ,Strongly disagree,,89.826,Strongly disagree,,131.425,Strongly disagree,,40.982,The numbers do not match the facts. The image is very confusing and difficult to understand.,Strongly disagree,,49.812,Strongly disagree,,10.965,Strongly disagree,,19.638,"The image does not relate to the fact given. It is very confusing to try to understand the image, especially in relation to the facts.",4,0,874982,6107d8ee8bd9a035d04f6d98
Prolific,Yes,4/8/2022 22:09:16,2319,Strongly disagree,,55.9,Disagree,,15.773,Disagree,,14.138,"I don't understand this. 94 vehicles passed through the entrance, 6 cars went from ranger-base to ranger-base which must be rangers since only they can pass through",Neither agree nor disagree,,207.361,Somewhat agree,,54.944,Somewhat agree,,92.112,"I think it reads that 85 cars went through the entrance-45 of those went through the ranger-stopo to another ranger-stop (could be regular or ranger), 11 of the 85 went through the general gate with 7 to camping, 45 of the 85 went to a general gate, 5 of the 85 went to a general gate with 3 to an entrance.  6 cars went from ranger-base (rangers only) through gate to 6 ranger-stops and then through gate (ranger only) So we know those 6 cars were all ranger.",Disagree,,104.608,Agree,,509.823,Neither agree nor disagree,,114.615,"I really don't fully understand how to read this image. The 2nd one- I read it as 11 cars went through the entrance, 11 through the general gate, and 11 through to the ranger stop. These could be rangers or regular cars because both are allowed through the general gate and the ranger stop",4,0,284038,5af5262f1b55800001f4a418
Acquintance,Yes,3/17/2022 13:41:19,715,Somewhat agree,,42.937,Disagree,,29.83,Disagree,,26.877,The image is not easy to understand.,Neither agree nor disagree,,35.75,Disagree,,108.076,Disagree,,24.337,yes it has more info but its a bit messy ,Disagree,,16.001,Somewhat disagree,,18.904,Somewhat agree,,10.829,its a good way to show and easy to understand ,4,0,628556,4
Prolific,Yes,3/17/2022 15:26:09,305,Somewhat agree,,22.209,Neither agree nor disagree,,14.076,Somewhat disagree,,12.326,This doesn't necessarily state the correct amount of drivers waiting ,Neither agree nor disagree,,41.183,Neither agree nor disagree,,19.929,Somewhat disagree,,15.236,"The image itself is quite confusing to understand, while it is easy to see where things are occurring, its not the best to overall read ",Disagree,,18.433,Somewhat disagree,,22.525,Neither agree nor disagree,,16.267,This is overall somewhat confusing to understand as there is so many things that have to be read and not exactly knowing what order it goes,4,1,930973,6172fac257895f125f72bdf8
Prolific,Yes,3/17/2022 15:28:16,458,Disagree,,46.56,Disagree,,17.222,Disagree,,21.072,The image is easy to understand. None of the facts provided so far reflect the image at all.,Strongly disagree,,14.131,Strongly disagree,,15.776,Strongly disagree,,16.202,Campers wasn't even shown here and the fact indicated campers. The ranger cars too. The image is pretty easy to depict.,Strongly disagree,,32.036,Strongly disagree,,24.931,Strongly disagree,,36.466,The image is definitely a little difficult to understand but the facts I think were still off because the numbers stated were not found where I looked on the flow chart. ,4,1,210234,5cc8de463317240001da2546
Prolific,Yes,3/17/2022 15:32:24,527,Strongly disagree,,26.539,Strongly disagree,,22.226,Strongly disagree,,11.567,"The activities described are not shown on the map in anyway.  94 cars came through the entrance, but after that I have no clue what happened to them. There is not a description for the 6 cars.",Strongly disagree,,22.723,Somewhat agree,,84.485,Strongly disagree,,14.626,"Enough cars went through a general gate to match the description. More ranger cars stopped at ranger-stops than was described. There is  no detail about who is camping, so it's impossible to know that information.",Strongly agree,,33.35,Strongly agree,,34.67,Strongly agree,,30.194,"The numbers are all there, as far as my understanding is. That's why I chose strongly agree for each option.",4,1,789883,5f14b46fefc95253caca20b4
Prolific,Yes,3/17/2022 15:35:21,760,Strongly disagree,,42.972,Strongly disagree,,30.951,Strongly disagree,,15.808,The only thing we know for sure is 94 cars are in the park; we know that 6 went somewhere but we don't know where and we don't know what happened with the other 88,Strongly disagree,,83.982,Strongly disagree,,20.686,Strongly disagree,,16.37,No campsites are marked,Agree,,97.351,Somewhat agree,,208.655,Disagree,,62.243,the numbers didn't add up when I followed the path of the cars,4,1,292165,5df4565dfeea89323021ef27
Prolific,Yes,3/17/2022 15:41:11,1215,Strongly disagree,,26.97,Strongly disagree,,25.825,Strongly disagree,,11.798,"This image only shows that 94 people drove straight through without stopping. While it shows 6 going to other places, the other places are not specified.",Disagree,,130.593,Strongly disagree,,26.43,Strongly disagree,,46.274,"This image does not account for any campsites. I only see entrances, gates and ranger stops.",Strongly agree,,125.432,Somewhat agree,,67.381,Disagree,,23.172,It took me a minute to analyze each route but somewhat easy.,4,1,778227,5e2ac2aa0038f21089a533a4
