Record,Method,Dataset,Task,Insight,MSP,completionID,Timer,Duration (in seconds),LikertValue,LikertScale
9,SeqSynopsis,Basketball,Common pattern,Insight1,1,199690,46.036,859,Neither agree nor disagree,4
9,SeqSynopsis,Basketball,Common pattern,Insight2,1,199690,23.416,859,Neither agree nor disagree,4
9,Coreflow,Basketball,Common pattern,Insight3,1,199690,22.827,859,Neither agree nor disagree,4
9,Sententree,Basketball,Common pattern,Insight3,1,199690,35.113,859,Neither agree nor disagree,4
9,SeqSynopsis,Basketball,Common pattern,Insight3,1,199690,22.699,859,Neither agree nor disagree,4
12,Coreflow,Basketball,Common pattern,Insight2,2,690096,13.114,491,Neither agree nor disagree,4
13,Coreflow,Basketball,Common pattern,Insight3,2,640398,38.599,881,Neither agree nor disagree,4
18,Sententree,Basketball,Common pattern,Insight3,3,795497,28.332,721,Neither agree nor disagree,4
21,Coreflow,Basketball,Common pattern,Insight1,4,202134,26.543,476,Neither agree nor disagree,4
22,Sententree,Basketball,Common pattern,Insight2,4,911792,33.056,738,Neither agree nor disagree,4
24,SeqSynopsis,Basketball,Common pattern,Insight1,4,489301,135.523,2884,Neither agree nor disagree,4
28,Sententree,Basketball,Common pattern,Insight2,5,604998,12.088,516,Neither agree nor disagree,4
28,Sententree,Basketball,Common pattern,Insight3,5,604998,11.753,516,Neither agree nor disagree,4
31,Sententree,Career,Anomaly detection,Insight2,0,277660,11.49,335,Neither agree nor disagree,4
31,Coreflow,Career,Anomaly detection,Insight3,0,277660,14.249,335,Neither agree nor disagree,4
33,Sententree,Career,Anomaly detection,Insight1,0,563177,33.37,404,Neither agree nor disagree,4
37,Sententree,Career,Anomaly detection,Insight1,1,950815,23.82,589,Neither agree nor disagree,4
37,Sententree,Career,Anomaly detection,Insight2,1,950815,25.003,589,Neither agree nor disagree,4
37,SeqSynopsis,Career,Anomaly detection,Insight3,1,950815,35.378,589,Neither agree nor disagree,4
43,Coreflow,Career,Anomaly detection,Insight1,2,167528,252.68,1391,Neither agree nor disagree,4
45,Sententree,Career,Anomaly detection,Insight2,2,530395,36.535,701,Neither agree nor disagree,4
45,Sententree,Career,Anomaly detection,Insight3,2,530395,14.165,701,Neither agree nor disagree,4
46,Sententree,Career,Anomaly detection,Insight1,3,492560,43.719,428,Neither agree nor disagree,4
46,SeqSynopsis,Career,Anomaly detection,Insight2,3,492560,22.396,428,Neither agree nor disagree,4
47,Coreflow,Career,Anomaly detection,Insight2,3,686153,11.779,708,Neither agree nor disagree,4
47,Sententree,Career,Anomaly detection,Insight2,3,686153,11.862,708,Neither agree nor disagree,4
53,SeqSynopsis,Career,Anomaly detection,Insight2,4,702151,30.843,489,Neither agree nor disagree,4
53,Coreflow,Career,Anomaly detection,Insight3,4,702151,12.761,489,Neither agree nor disagree,4
54,Sententree,Career,Anomaly detection,Insight3,4,504413,34.087,1927,Neither agree nor disagree,4
59,SeqSynopsis,Career,Anomaly detection,Insight2,5,101043,48.573,1896,Neither agree nor disagree,4
67,Sententree,Emergency,Common pattern,Insight3,1,356752,32.279,431,Neither agree nor disagree,4
69,Coreflow,Emergency,Common pattern,Insight3,1,642069,12.894,2848,Neither agree nor disagree,4
69,Sententree,Emergency,Common pattern,Insight3,1,642069,255.812,2848,Neither agree nor disagree,4
69,SeqSynopsis,Emergency,Common pattern,Insight3,1,642069,146.824,2848,Neither agree nor disagree,4
71,Coreflow,Emergency,Common pattern,Insight2,2,673442,34.496,930,Neither agree nor disagree,4
71,SeqSynopsis,Emergency,Common pattern,Insight3,2,673442,93.598,930,Neither agree nor disagree,4
74,Coreflow,Emergency,Common pattern,Insight3,2,788696,59.565,11806,Neither agree nor disagree,4
74,Sententree,Emergency,Common pattern,Insight3,2,788696,39.078,11806,Neither agree nor disagree,4
74,SeqSynopsis,Emergency,Common pattern,Insight3,2,788696,538.937,11806,Neither agree nor disagree,4
75,Sententree,Emergency,Common pattern,Insight3,2,105647,242.565,2429,Neither agree nor disagree,4
76,Sententree,Emergency,Common pattern,Insight3,3,739562,11.618,230,Neither agree nor disagree,4
80,SeqSynopsis,Emergency,Common pattern,Insight1,3,315142,149.332,1289,Neither agree nor disagree,4
85,Coreflow,Emergency,Common pattern,Insight3,4,383569,65.953,1201,Neither agree nor disagree,4
91,Coreflow,Trauma,Anomaly detection,Insight3,0,691245,10.994,386,Neither agree nor disagree,4
92,Sententree,Trauma,Anomaly detection,Insight3,0,605566,29.893,856,Neither agree nor disagree,4
94,Coreflow,Trauma,Anomaly detection,Insight3,0,601966,19.641,830,Neither agree nor disagree,4
95,Coreflow,Trauma,Anomaly detection,Insight3,0,825534,17.207,2773,Neither agree nor disagree,4
98,SeqSynopsis,Trauma,Anomaly detection,Insight2,1,842739,18.709,579,Neither agree nor disagree,4
100,Coreflow,Trauma,Anomaly detection,Insight2,1,241193,32.967,2042,Neither agree nor disagree,4
105,SeqSynopsis,Trauma,Anomaly detection,Insight3,2,686815,102.934,706,Neither agree nor disagree,4
109,Coreflow,Trauma,Anomaly detection,Insight3,3,821047,72.313,453,Neither agree nor disagree,4
111,Sententree,Trauma,Anomaly detection,Insight3,4,861668,24.702,415,Neither agree nor disagree,4
111,SeqSynopsis,Trauma,Anomaly detection,Insight3,4,861668,13.535,415,Neither agree nor disagree,4
113,Sententree,Trauma,Anomaly detection,Insight3,4,749215,56.892,1448,Neither agree nor disagree,4
114,Coreflow,Trauma,Anomaly detection,Insight2,4,117113,10.979,527,Neither agree nor disagree,4
114,Sententree,Trauma,Anomaly detection,Insight2,4,117113,12.67,527,Neither agree nor disagree,4
118,Sententree,Trauma,Anomaly detection,Insight1,5,671525,63.329,505,Neither agree nor disagree,4
119,Sententree,Trauma,Anomaly detection,Insight3,5,981230,24.78,975,Neither agree nor disagree,4
124,Sententree,VAST,Clustering,Insight1,0,284038,207.361,2319,Neither agree nor disagree,4
124,SeqSynopsis,VAST,Clustering,Insight3,0,284038,114.615,2319,Neither agree nor disagree,4
125,Sententree,VAST,Clustering,Insight1,0,628556,35.75,715,Neither agree nor disagree,4
126,Sententree,VAST,Clustering,Insight1,1,930973,41.183,305,Neither agree nor disagree,4
126,Coreflow,VAST,Clustering,Insight2,1,930973,14.076,305,Neither agree nor disagree,4
126,Sententree,VAST,Clustering,Insight2,1,930973,19.929,305,Neither agree nor disagree,4
126,SeqSynopsis,VAST,Clustering,Insight3,1,930973,16.267,305,Neither agree nor disagree,4
132,Sententree,VAST,Clustering,Insight2,2,139626,55.339,549,Neither agree nor disagree,4
132,Coreflow,VAST,Clustering,Insight3,2,139626,20.223,549,Neither agree nor disagree,4
132,Sententree,VAST,Clustering,Insight3,2,139626,18.417,549,Neither agree nor disagree,4
135,Coreflow,VAST,Clustering,Insight3,2,585283,12.964,1004,Neither agree nor disagree,4
139,Coreflow,VAST,Clustering,Insight2,3,605587,233.186,1540,Neither agree nor disagree,4
139,Coreflow,VAST,Clustering,Insight3,3,605587,18.995,1540,Neither agree nor disagree,4
141,Sententree,VAST,Clustering,Insight1,4,989677,392.221,997,Neither agree nor disagree,4
141,Sententree,VAST,Clustering,Insight2,4,989677,69.905,997,Neither agree nor disagree,4
141,Sententree,VAST,Clustering,Insight3,4,989677,12.29,997,Neither agree nor disagree,4
143,SeqSynopsis,VAST,Clustering,Insight2,4,113898,74.054,905,Neither agree nor disagree,4
146,SeqSynopsis,VAST,Clustering,Insight2,5,100046,15.56,208,Neither agree nor disagree,4
146,SeqSynopsis,VAST,Clustering,Insight3,5,100046,11.612,208,Neither agree nor disagree,4
150,Sententree,VAST,Clustering,Insight3,5,502455,71.533,2859,Neither agree nor disagree,4
152,SeqSynopsis,Workflow,Clustering,Insight1,0,870357,38.544,1893,Neither agree nor disagree,4
152,Sententree,Workflow,Clustering,Insight3,0,870357,89.775,1893,Neither agree nor disagree,4
154,Sententree,Workflow,Clustering,Insight3,0,697353,11.872,1296,Neither agree nor disagree,4
154,SeqSynopsis,Workflow,Clustering,Insight3,0,697353,37.011,1296,Neither agree nor disagree,4
157,Sententree,Workflow,Clustering,Insight1,1,783946,323.228,2238,Neither agree nor disagree,4
159,Sententree,Workflow,Clustering,Insight3,1,861482,529.17,3274,Neither agree nor disagree,4
160,SeqSynopsis,Workflow,Clustering,Insight2,1,671073,118.895,873,Neither agree nor disagree,4
163,SeqSynopsis,Workflow,Clustering,Insight2,2,808965,105.188,1446,Neither agree nor disagree,4
167,SeqSynopsis,Workflow,Clustering,Insight1,3,275849,146.074,1372,Neither agree nor disagree,4
167,SeqSynopsis,Workflow,Clustering,Insight3,3,275849,18.682,1372,Neither agree nor disagree,4
170,SeqSynopsis,Workflow,Clustering,Insight2,3,162851,223.695,2492,Neither agree nor disagree,4
171,SeqSynopsis,Workflow,Clustering,Insight3,4,912559,11.945,323,Neither agree nor disagree,4
172,Coreflow,Workflow,Clustering,Insight3,4,116613,40.487,592,Neither agree nor disagree,4
175,Coreflow,Workflow,Clustering,Insight1,4,870860,16.613,1769,Neither agree nor disagree,4
175,Sententree,Workflow,Clustering,Insight1,4,870860,73.868,1769,Neither agree nor disagree,4
175,Coreflow,Workflow,Clustering,Insight2,4,870860,15.968,1769,Neither agree nor disagree,4
175,Sententree,Workflow,Clustering,Insight2,4,870860,21.063,1769,Neither agree nor disagree,4
175,Coreflow,Workflow,Clustering,Insight3,4,870860,24.688,1769,Neither agree nor disagree,4
175,Sententree,Workflow,Clustering,Insight3,4,870860,46.155,1769,Neither agree nor disagree,4
176,Sententree,Workflow,Clustering,Insight1,5,735037,15.136,560,Neither agree nor disagree,4
1,Sententree,Basketball,Common pattern,Insight3,0,988454,25.425,407,Somewhat agree,5
5,Sententree,Basketball,Common pattern,Insight2,0,271356,42.152,1151,Somewhat agree,5
6,Sententree,Basketball,Common pattern,Insight1,1,672165,129.475,1123,Somewhat agree,5
6,SeqSynopsis,Basketball,Common pattern,Insight2,1,672165,50.371,1123,Somewhat agree,5
8,Sententree,Basketball,Common pattern,Insight2,1,555932,17.975,386,Somewhat agree,5
11,SeqSynopsis,Basketball,Common pattern,Insight3,2,508868,23.191,420,Somewhat agree,5
12,Coreflow,Basketball,Common pattern,Insight3,2,690096,13.005,491,Somewhat agree,5
13,Coreflow,Basketball,Common pattern,Insight1,2,640398,52.835,881,Somewhat agree,5
16,SeqSynopsis,Basketball,Common pattern,Insight3,3,643146,28.269,479,Somewhat agree,5
19,Sententree,Basketball,Common pattern,Insight1,3,305085,25.472,897,Somewhat agree,5
20,SeqSynopsis,Basketball,Common pattern,Insight1,3,286921,51.604,616,Somewhat agree,5
21,SeqSynopsis,Basketball,Common pattern,Insight1,4,202134,52.229,476,Somewhat agree,5
23,Sententree,Basketball,Common pattern,Insight1,4,765509,11.322,389,Somewhat agree,5
23,Coreflow,Basketball,Common pattern,Insight2,4,765509,11.659,389,Somewhat agree,5
23,SeqSynopsis,Basketball,Common pattern,Insight3,4,765509,11.852,389,Somewhat agree,5
27,SeqSynopsis,Basketball,Common pattern,Insight1,5,855937,26.719,299,Somewhat agree,5
28,Coreflow,Basketball,Common pattern,Insight1,5,604998,28.361,516,Somewhat agree,5
28,Coreflow,Basketball,Common pattern,Insight3,5,604998,141.171,516,Somewhat agree,5
28,SeqSynopsis,Basketball,Common pattern,Insight3,5,604998,29.434,516,Somewhat agree,5
31,SeqSynopsis,Career,Anomaly detection,Insight1,0,277660,23.834,335,Somewhat agree,5
31,Coreflow,Career,Anomaly detection,Insight2,0,277660,22.405,335,Somewhat agree,5
33,Coreflow,Career,Anomaly detection,Insight3,0,563177,10.956,404,Somewhat agree,5
34,Sententree,Career,Anomaly detection,Insight1,0,325690,26.79,477,Somewhat agree,5
35,SeqSynopsis,Career,Anomaly detection,Insight1,0,774065,410.106,2487,Somewhat agree,5
36,Sententree,Career,Anomaly detection,Insight1,1,395949,22.126,454,Somewhat agree,5
37,SeqSynopsis,Career,Anomaly detection,Insight1,1,950815,92.036,589,Somewhat agree,5
38,Coreflow,Career,Anomaly detection,Insight1,1,738856,11.124,496,Somewhat agree,5
38,SeqSynopsis,Career,Anomaly detection,Insight1,1,738856,22.996,496,Somewhat agree,5
41,Sententree,Career,Anomaly detection,Insight1,2,813543,13.796,360,Somewhat agree,5
41,Coreflow,Career,Anomaly detection,Insight2,2,813543,35.121,360,Somewhat agree,5
43,Sententree,Career,Anomaly detection,Insight1,2,167528,324.144,1391,Somewhat agree,5
43,Coreflow,Career,Anomaly detection,Insight3,2,167528,26.677,1391,Somewhat agree,5
44,SeqSynopsis,Career,Anomaly detection,Insight1,2,138634,87.099,951,Somewhat agree,5
46,SeqSynopsis,Career,Anomaly detection,Insight3,3,492560,25.315,428,Somewhat agree,5
47,SeqSynopsis,Career,Anomaly detection,Insight1,3,686153,110.28,708,Somewhat agree,5
47,Sententree,Career,Anomaly detection,Insight3,3,686153,16.381,708,Somewhat agree,5
47,SeqSynopsis,Career,Anomaly detection,Insight3,3,686153,59.483,708,Somewhat agree,5
48,Coreflow,Career,Anomaly detection,Insight1,3,405929,131.418,577,Somewhat agree,5
48,Sententree,Career,Anomaly detection,Insight2,3,405929,75.246,577,Somewhat agree,5
48,Sententree,Career,Anomaly detection,Insight3,3,405929,15.523,577,Somewhat agree,5
55,Coreflow,Career,Anomaly detection,Insight2,4,301828,41.022,1100,Somewhat agree,5
56,SeqSynopsis,Career,Anomaly detection,Insight2,5,177991,38.248,915,Somewhat agree,5
59,Coreflow,Career,Anomaly detection,Insight1,5,101043,62.474,1896,Somewhat agree,5
59,SeqSynopsis,Career,Anomaly detection,Insight1,5,101043,64.875,1896,Somewhat agree,5
59,Sententree,Career,Anomaly detection,Insight2,5,101043,106.841,1896,Somewhat agree,5
64,Sententree,Emergency,Common pattern,Insight3,0,345699,29.706,664,Somewhat agree,5
66,Sententree,Emergency,Common pattern,Insight3,1,747614,13.721,839,Somewhat agree,5
67,Coreflow,Emergency,Common pattern,Insight2,1,356752,23.341,431,Somewhat agree,5
67,SeqSynopsis,Emergency,Common pattern,Insight2,1,356752,16.914,431,Somewhat agree,5
67,SeqSynopsis,Emergency,Common pattern,Insight3,1,356752,57.09,431,Somewhat agree,5
72,Sententree,Emergency,Common pattern,Insight2,2,475999,13.799,897,Somewhat agree,5
73,Coreflow,Emergency,Common pattern,Insight2,2,183483,10.878,528,Somewhat agree,5
73,SeqSynopsis,Emergency,Common pattern,Insight2,2,183483,27.087,528,Somewhat agree,5
74,Coreflow,Emergency,Common pattern,Insight2,2,788696,30.765,11806,Somewhat agree,5
75,Coreflow,Emergency,Common pattern,Insight2,2,105647,57.351,2429,Somewhat agree,5
75,Sententree,Emergency,Common pattern,Insight2,2,105647,23.308,2429,Somewhat agree,5
76,Sententree,Emergency,Common pattern,Insight1,3,739562,26.995,230,Somewhat agree,5
76,Coreflow,Emergency,Common pattern,Insight2,3,739562,17.702,230,Somewhat agree,5
76,Sententree,Emergency,Common pattern,Insight2,3,739562,11.163,230,Somewhat agree,5
78,Coreflow,Emergency,Common pattern,Insight2,3,376665,19.352,552,Somewhat agree,5
78,SeqSynopsis,Emergency,Common pattern,Insight2,3,376665,23.183,552,Somewhat agree,5
80,Sententree,Emergency,Common pattern,Insight2,3,315142,77.058,1289,Somewhat agree,5
82,SeqSynopsis,Emergency,Common pattern,Insight2,4,107733,26.051,544,Somewhat agree,5
85,Sententree,Emergency,Common pattern,Insight3,4,383569,42.526,1201,Somewhat agree,5
89,Coreflow,Emergency,Common pattern,Insight2,5,301282,42.941,808,Somewhat agree,5
90,Coreflow,Emergency,Common pattern,Insight2,5,485249,44.838,1267,Somewhat agree,5
90,Sententree,Emergency,Common pattern,Insight2,5,485249,14.08,1267,Somewhat agree,5
91,Sententree,Trauma,Anomaly detection,Insight1,0,691245,30.86,386,Somewhat agree,5
91,SeqSynopsis,Trauma,Anomaly detection,Insight1,0,691245,13.18,386,Somewhat agree,5
91,Sententree,Trauma,Anomaly detection,Insight2,0,691245,31.622,386,Somewhat agree,5
91,SeqSynopsis,Trauma,Anomaly detection,Insight2,0,691245,11.399,386,Somewhat agree,5
92,Sententree,Trauma,Anomaly detection,Insight1,0,605566,68.658,856,Somewhat agree,5
92,Sententree,Trauma,Anomaly detection,Insight2,0,605566,17.247,856,Somewhat agree,5
93,Coreflow,Trauma,Anomaly detection,Insight1,0,273883,47.481,1627,Somewhat agree,5
93,Coreflow,Trauma,Anomaly detection,Insight2,0,273883,34.012,1627,Somewhat agree,5
93,SeqSynopsis,Trauma,Anomaly detection,Insight2,0,273883,47.676,1627,Somewhat agree,5
94,Coreflow,Trauma,Anomaly detection,Insight2,0,601966,11.289,830,Somewhat agree,5
94,Sententree,Trauma,Anomaly detection,Insight2,0,601966,17.543,830,Somewhat agree,5
97,SeqSynopsis,Trauma,Anomaly detection,Insight2,1,627989,16.218,645,Somewhat agree,5
101,Sententree,Trauma,Anomaly detection,Insight2,2,592701,13.826,618,Somewhat agree,5
102,Coreflow,Trauma,Anomaly detection,Insight2,2,311949,30.146,1088,Somewhat agree,5
103,SeqSynopsis,Trauma,Anomaly detection,Insight1,2,209726,26.722,348,Somewhat agree,5
103,SeqSynopsis,Trauma,Anomaly detection,Insight2,2,209726,10.875,348,Somewhat agree,5
103,Sententree,Trauma,Anomaly detection,Insight3,2,209726,20.125,348,Somewhat agree,5
104,Sententree,Trauma,Anomaly detection,Insight1,2,837994,18.39,517,Somewhat agree,5
105,Sententree,Trauma,Anomaly detection,Insight1,2,686815,43.14,706,Somewhat agree,5
105,Coreflow,Trauma,Anomaly detection,Insight2,2,686815,25.61,706,Somewhat agree,5
105,SeqSynopsis,Trauma,Anomaly detection,Insight2,2,686815,27.738,706,Somewhat agree,5
105,Coreflow,Trauma,Anomaly detection,Insight3,2,686815,22.712,706,Somewhat agree,5
106,Sententree,Trauma,Anomaly detection,Insight1,3,147010,24.769,509,Somewhat agree,5
106,Sententree,Trauma,Anomaly detection,Insight2,3,147010,10.913,509,Somewhat agree,5
106,Sententree,Trauma,Anomaly detection,Insight3,3,147010,10.997,509,Somewhat agree,5
110,Coreflow,Trauma,Anomaly detection,Insight3,3,522363,12.142,644,Somewhat agree,5
111,Coreflow,Trauma,Anomaly detection,Insight1,4,861668,60.496,415,Somewhat agree,5
111,Sententree,Trauma,Anomaly detection,Insight1,4,861668,23.037,415,Somewhat agree,5
111,Coreflow,Trauma,Anomaly detection,Insight2,4,861668,19.977,415,Somewhat agree,5
111,SeqSynopsis,Trauma,Anomaly detection,Insight2,4,861668,15.899,415,Somewhat agree,5
116,Coreflow,Trauma,Anomaly detection,Insight1,5,448071,61.277,520,Somewhat agree,5
116,SeqSynopsis,Trauma,Anomaly detection,Insight1,5,448071,55.873,520,Somewhat agree,5
116,Coreflow,Trauma,Anomaly detection,Insight2,5,448071,11.701,520,Somewhat agree,5
118,Sententree,Trauma,Anomaly detection,Insight2,5,671525,11.599,505,Somewhat agree,5
118,Coreflow,Trauma,Anomaly detection,Insight3,5,671525,11.308,505,Somewhat agree,5
119,Coreflow,Trauma,Anomaly detection,Insight2,5,981230,171.269,975,Somewhat agree,5
119,SeqSynopsis,Trauma,Anomaly detection,Insight2,5,981230,17.328,975,Somewhat agree,5
121,SeqSynopsis,VAST,Clustering,Insight3,0,877557,132.404,1657,Somewhat agree,5
124,Sententree,VAST,Clustering,Insight2,0,284038,54.944,2319,Somewhat agree,5
124,Sententree,VAST,Clustering,Insight3,0,284038,92.112,2319,Somewhat agree,5
125,Coreflow,VAST,Clustering,Insight1,0,628556,42.937,715,Somewhat agree,5
125,SeqSynopsis,VAST,Clustering,Insight3,0,628556,10.829,715,Somewhat agree,5
126,Coreflow,VAST,Clustering,Insight1,1,930973,22.209,305,Somewhat agree,5
127,Sententree,VAST,Clustering,Insight2,1,789883,84.485,527,Somewhat agree,5
128,SeqSynopsis,VAST,Clustering,Insight2,1,292165,208.655,760,Somewhat agree,5
129,SeqSynopsis,VAST,Clustering,Insight2,1,778227,67.381,1215,Somewhat agree,5
131,Sententree,VAST,Clustering,Insight3,2,291737,12.385,592,Somewhat agree,5
132,Coreflow,VAST,Clustering,Insight1,2,139626,11.974,549,Somewhat agree,5
132,Coreflow,VAST,Clustering,Insight2,2,139626,12.029,549,Somewhat agree,5
133,SeqSynopsis,VAST,Clustering,Insight2,2,817913,61.996,439,Somewhat agree,5
134,Sententree,VAST,Clustering,Insight1,2,352685,80.239,1554,Somewhat agree,5
134,SeqSynopsis,VAST,Clustering,Insight1,2,352685,318.042,1554,Somewhat agree,5
135,Sententree,VAST,Clustering,Insight2,2,585283,11.033,1004,Somewhat agree,5
135,SeqSynopsis,VAST,Clustering,Insight2,2,585283,12.015,1004,Somewhat agree,5
136,SeqSynopsis,VAST,Clustering,Insight3,3,861520,17.466,523,Somewhat agree,5
141,SeqSynopsis,VAST,Clustering,Insight1,4,989677,26.418,997,Somewhat agree,5
144,SeqSynopsis,VAST,Clustering,Insight1,4,204735,24.064,423,Somewhat agree,5
144,SeqSynopsis,VAST,Clustering,Insight2,4,204735,11.212,423,Somewhat agree,5
144,SeqSynopsis,VAST,Clustering,Insight3,4,204735,10.726,423,Somewhat agree,5
155,Coreflow,Workflow,Clustering,Insight3,0,625388,73.672,3517,Somewhat agree,5
159,Coreflow,Workflow,Clustering,Insight1,1,861482,177.136,3274,Somewhat agree,5
159,SeqSynopsis,Workflow,Clustering,Insight1,1,861482,49.301,3274,Somewhat agree,5
160,Coreflow,Workflow,Clustering,Insight1,1,671073,55.64,873,Somewhat agree,5
160,Sententree,Workflow,Clustering,Insight2,1,671073,21.382,873,Somewhat agree,5
165,Sententree,Workflow,Clustering,Insight1,2,498692,537.84,5888,Somewhat agree,5
165,Coreflow,Workflow,Clustering,Insight3,2,498692,13.409,5888,Somewhat agree,5
165,SeqSynopsis,Workflow,Clustering,Insight3,2,498692,58.23,5888,Somewhat agree,5
166,SeqSynopsis,Workflow,Clustering,Insight3,3,582184,70.904,624,Somewhat agree,5
167,Sententree,Workflow,Clustering,Insight3,3,275849,12.088,1372,Somewhat agree,5
170,Coreflow,Workflow,Clustering,Insight1,3,162851,227.623,2492,Somewhat agree,5
170,SeqSynopsis,Workflow,Clustering,Insight1,3,162851,116.279,2492,Somewhat agree,5
170,Coreflow,Workflow,Clustering,Insight2,3,162851,15.467,2492,Somewhat agree,5
177,Sententree,Workflow,Clustering,Insight1,5,655645,15.977,598,Somewhat agree,5
177,SeqSynopsis,Workflow,Clustering,Insight1,5,655645,109.209,598,Somewhat agree,5
177,SeqSynopsis,Workflow,Clustering,Insight2,5,655645,27.482,598,Somewhat agree,5
178,Coreflow,Workflow,Clustering,Insight3,5,505004,15.466,1634,Somewhat agree,5
180,Coreflow,Workflow,Clustering,Insight2,5,627801,46.133,659,Somewhat agree,5
180,Sententree,Workflow,Clustering,Insight2,5,627801,24.878,659,Somewhat agree,5
180,SeqSynopsis,Workflow,Clustering,Insight2,5,627801,45.813,659,Somewhat agree,5
1,Sententree,Basketball,Common pattern,Insight2,0,988454,31.59,407,Somewhat disagree,3
3,Sententree,Basketball,Common pattern,Insight1,0,271966,111.106,1439,Somewhat disagree,3
5,SeqSynopsis,Basketball,Common pattern,Insight1,0,271356,383.686,1151,Somewhat disagree,3
5,Sententree,Basketball,Common pattern,Insight3,0,271356,23.601,1151,Somewhat disagree,3
6,SeqSynopsis,Basketball,Common pattern,Insight1,1,672165,114.123,1123,Somewhat disagree,3
6,Coreflow,Basketball,Common pattern,Insight3,1,672165,34.187,1123,Somewhat disagree,3
6,Sententree,Basketball,Common pattern,Insight3,1,672165,59.827,1123,Somewhat disagree,3
10,SeqSynopsis,Basketball,Common pattern,Insight1,1,248103,175.751,1630,Somewhat disagree,3
11,SeqSynopsis,Basketball,Common pattern,Insight2,2,508868,52.916,420,Somewhat disagree,3
12,Coreflow,Basketball,Common pattern,Insight1,2,690096,33.158,491,Somewhat disagree,3
13,Sententree,Basketball,Common pattern,Insight3,2,640398,47.349,881,Somewhat disagree,3
18,Coreflow,Basketball,Common pattern,Insight3,3,795497,38.868,721,Somewhat disagree,3
20,Coreflow,Basketball,Common pattern,Insight1,3,286921,42.154,616,Somewhat disagree,3
20,Sententree,Basketball,Common pattern,Insight1,3,286921,63.352,616,Somewhat disagree,3
20,Coreflow,Basketball,Common pattern,Insight3,3,286921,18.094,616,Somewhat disagree,3
20,SeqSynopsis,Basketball,Common pattern,Insight3,3,286921,12.976,616,Somewhat disagree,3
21,SeqSynopsis,Basketball,Common pattern,Insight3,4,202134,30.44,476,Somewhat disagree,3
22,Coreflow,Basketball,Common pattern,Insight2,4,911792,44.8,738,Somewhat disagree,3
23,Coreflow,Basketball,Common pattern,Insight3,4,765509,11.389,389,Somewhat disagree,3
31,Coreflow,Career,Anomaly detection,Insight1,0,277660,34.757,335,Somewhat disagree,3
33,SeqSynopsis,Career,Anomaly detection,Insight2,0,563177,29.879,404,Somewhat disagree,3
36,Sententree,Career,Anomaly detection,Insight2,1,395949,17.735,454,Somewhat disagree,3
37,Coreflow,Career,Anomaly detection,Insight1,1,950815,16.232,589,Somewhat disagree,3
37,Coreflow,Career,Anomaly detection,Insight2,1,950815,12.027,589,Somewhat disagree,3
43,Coreflow,Career,Anomaly detection,Insight2,2,167528,28.839,1391,Somewhat disagree,3
43,SeqSynopsis,Career,Anomaly detection,Insight3,2,167528,26.786,1391,Somewhat disagree,3
44,Sententree,Career,Anomaly detection,Insight3,2,138634,79.046,951,Somewhat disagree,3
51,SeqSynopsis,Career,Anomaly detection,Insight2,4,137584,53.062,481,Somewhat disagree,3
52,SeqSynopsis,Career,Anomaly detection,Insight2,4,812407,118.926,644,Somewhat disagree,3
55,Sententree,Career,Anomaly detection,Insight2,4,301828,22.603,1100,Somewhat disagree,3
56,Coreflow,Career,Anomaly detection,Insight2,5,177991,33.39,915,Somewhat disagree,3
61,Coreflow,Emergency,Common pattern,Insight2,0,748611,348.575,1777,Somewhat disagree,3
61,SeqSynopsis,Emergency,Common pattern,Insight2,0,748611,127.141,1777,Somewhat disagree,3
64,SeqSynopsis,Emergency,Common pattern,Insight3,0,345699,28.47,664,Somewhat disagree,3
67,Coreflow,Emergency,Common pattern,Insight1,1,356752,60.7,431,Somewhat disagree,3
72,SeqSynopsis,Emergency,Common pattern,Insight3,2,475999,47.22,897,Somewhat disagree,3
73,SeqSynopsis,Emergency,Common pattern,Insight1,2,183483,40.225,528,Somewhat disagree,3
73,Sententree,Emergency,Common pattern,Insight3,2,183483,167.933,528,Somewhat disagree,3
73,SeqSynopsis,Emergency,Common pattern,Insight3,2,183483,32.469,528,Somewhat disagree,3
78,Sententree,Emergency,Common pattern,Insight2,3,376665,14.902,552,Somewhat disagree,3
82,Coreflow,Emergency,Common pattern,Insight2,4,107733,147.892,544,Somewhat disagree,3
82,Sententree,Emergency,Common pattern,Insight2,4,107733,61.024,544,Somewhat disagree,3
82,Sententree,Emergency,Common pattern,Insight3,4,107733,14.937,544,Somewhat disagree,3
89,Sententree,Emergency,Common pattern,Insight2,5,301282,21.461,808,Somewhat disagree,3
91,Sententree,Trauma,Anomaly detection,Insight3,0,691245,26.687,386,Somewhat disagree,3
93,Sententree,Trauma,Anomaly detection,Insight1,0,273883,141.037,1627,Somewhat disagree,3
93,SeqSynopsis,Trauma,Anomaly detection,Insight1,0,273883,83.54,1627,Somewhat disagree,3
93,Sententree,Trauma,Anomaly detection,Insight2,0,273883,71.025,1627,Somewhat disagree,3
94,Coreflow,Trauma,Anomaly detection,Insight1,0,601966,46.133,830,Somewhat disagree,3
94,SeqSynopsis,Trauma,Anomaly detection,Insight3,0,601966,30.22,830,Somewhat disagree,3
95,Sententree,Trauma,Anomaly detection,Insight2,0,825534,83.266,2773,Somewhat disagree,3
96,Coreflow,Trauma,Anomaly detection,Insight2,1,771907,11.015,819,Somewhat disagree,3
